Date,count
10-08-2014,476031
10-08-2015,629696
10-08-2016,573688
10-08-2017,499737
10-08-2018,709823
10-08-2019,762589
10-08-2020,125631
10-09-2009,333624
10-09-2010,218010
10-09-2011,152123
10-09-2012,276342
10-09-2013,435652
10-09-2014,509994
10-09-2015,701303
10-09-2016,375432
10-09-2017,586012
10-09-2018,633483
10-09-2019,811329
10-09-2020,144006
10-10-2009,240153
10-10-2010,188284
10-10-2011,234365
10-10-2012,278110
10-10-2013,399850
10-10-2014,581607
10-10-2015,530790
10-10-2016,521080
10-10-2017,660856
10-10-2018,742177
10-10-2019,837773
10-10-2020,154509
10-11-2009,206622
10-11-2010,265130
10-11-2011,246329
10-11-2012,275807
10-11-2013,521498
10-11-2014,464373
10-11-2015,440025
10-11-2016,564163
10-11-2017,614791
10-11-2018,797252
10-11-2019,1015001
10-11-2020,140357
10-12-2009,257169
10-12-2010,251072
10-12-2011,264310
10-12-2012,323345
10-12-2013,460152
10-12-2014,402496
10-12-2015,515737
10-12-2016,553275
10-12-2017,677026
10-12-2018,898086
10-12-2019,891714
10-12-2020,146003
11-01-2009,179576
11-01-2010,309530
11-01-2011,132780
11-01-2012,269171
11-01-2013,528254
11-01-2014,357056
11-01-2015,446762
11-01-2016,350967
11-01-2017,693424
11-01-2018,741618
11-01-2019,825948
11-01-2020,339667
11-02-2009,317413
11-02-2010,136482
11-02-2011,234096
11-02-2012,320289
11-02-2013,384173
11-02-2014,350928
11-02-2015,597289
11-02-2016,576381
11-02-2017,720055
11-02-2018,775937
11-02-2019,524477
11-02-2020,335642
11-03-2009,139401
11-03-2010,271493
11-03-2011,251482
11-03-2012,222609
11-03-2013,303667
11-03-2014,557262
11-03-2015,395150
11-03-2016,624483
11-03-2017,801824
11-03-2018,616112
11-03-2019,510692
11-03-2020,286980
11-04-2009,275449
11-04-2010,273633
11-04-2011,296807
11-04-2012,202407
11-04-2013,489100
11-04-2014,305228
11-04-2015,573447
11-04-2016,686466
11-04-2017,728442
11-04-2018,536549
11-04-2019,688207
11-04-2020,190675
11-05-2009,280190
11-05-2010,321628
11-05-2011,198831
11-05-2012,316257
11-05-2013,309743
11-05-2014,492080
11-05-2015,533293
11-05-2016,470935
11-05-2017,588898
11-05-2018,755213
11-05-2019,526734
11-05-2020,246692
11-06-2009,323935
11-06-2010,225526
11-06-2011,144791
11-06-2012,156088
11-06-2013,479713
11-06-2014,512572
11-06-2015,611397
11-06-2016,436948
11-06-2017,793972
11-06-2018,386770
11-06-2019,753064
11-06-2020,288551
11-07-2009,226620
11-07-2010,162408
11-07-2011,263222
11-07-2012,299212
11-07-2013,452877
11-07-2014,572309
11-07-2015,545573
11-07-2016,542015
11-07-2017,476315
11-07-2018,684866
11-07-2019,726160
11-07-2020,365548
11-08-2009,162021
11-08-2010,269842
11-08-2011,251600
11-08-2012,303153
11-08-2013,482463
11-08-2014,379657
11-08-2015,465766
11-08-2016,592874
11-08-2017,765526
11-08-2018,749477
11-08-2019,795093
11-08-2020,321671
11-09-2009,261251
11-09-2010,279467
11-09-2011,248059
11-09-2012,314220
11-09-2013,357337
11-09-2014,356057
11-09-2015,550326
11-09-2016,576560
11-09-2017,770028
11-09-2018,790208
11-09-2019,649751
11-09-2020,262820
11-10-2009,270457
11-10-2010,253069
11-10-2011,276018
11-10-2012,252647
11-10-2013,306180
11-10-2014,467461
11-10-2015,592849
11-10-2016,632071
11-10-2017,883232
11-10-2018,663083
11-10-2019,575873
11-10-2020,264765
11-11-2009,286689
11-11-2010,276376
11-11-2011,317959
11-11-2012,214237
11-11-2013,412879
11-11-2014,493734
11-11-2015,640890
11-11-2016,730145
11-11-2017,715955
11-11-2018,563620
11-11-2019,821511
11-11-2020,224537
11-12-2009,306185
11-12-2010,282995
11-12-2011,209122
11-12-2012,281361
11-12-2013,394555
11-12-2014,533982
11-12-2015,688901
11-12-2016,552046
11-12-2017,608434
11-12-2018,717577
11-12-2019,761853
11-12-2020,287179
12-01-2009,297283
12-01-2010,278968
12-01-2011,304222
12-01-2012,255779
12-01-2013,387364
12-01-2014,467346
12-01-2015,625150
12-01-2016,646101
12-01-2017,633222
12-01-2018,747888
12-01-2019,546495
12-01-2020,316908
12-02-2009,311997
12-02-2010,282610
12-02-2011,337800
12-02-2012,223637
12-02-2013,426164
12-02-2014,498473
12-02-2015,649315
12-02-2016,719944
12-02-2017,413507
12-02-2018,556873
12-02-2019,749690
12-02-2020,366340
12-03-2009,295609
12-03-2010,323589
12-03-2011,226609
12-03-2012,291678
12-03-2013,447377
12-03-2014,482401
12-03-2015,668547
12-03-2016,602893
12-03-2017,481926
12-03-2018,719201
12-03-2019,808277
12-03-2020,392107
12-04-2009,346304
12-04-2010,218375
12-04-2011,179104
12-04-2012,279977
12-04-2013,424291
12-04-2014,518146
12-04-2015,776975
12-04-2016,420349
12-04-2017,668895
12-04-2018,777695
12-04-2019,855511
12-04-2020,493588
12-05-2009,234506
12-05-2010,191040
12-05-2011,277214
12-05-2012,300529
12-05-2013,443741
12-05-2014,568196
12-05-2015,665767
12-05-2016,590254
12-05-2017,757394
12-05-2018,841023
12-05-2019,919269
12-05-2020,489269
12-06-2009,222543
12-06-2010,260099
12-06-2011,292482
12-06-2012,329081
12-06-2013,563086
12-06-2014,467384
12-06-2015,619551
12-06-2016,631488
12-06-2017,826142
12-06-2018,767492
12-06-2019,974729
12-06-2020,404066
12-07-2009,284574
12-07-2010,256758
12-07-2011,302518
12-07-2012,374141
12-07-2013,485860
12-07-2014,354940
12-07-2015,639904
12-07-2016,704094
12-07-2017,742048
12-07-2018,737480
12-07-2019,852666
12-07-2020,311007
12-08-2009,265490
12-08-2010,245918
12-08-2011,300427
12-08-2012,239679
12-08-2013,393661
12-08-2014,493948
12-08-2015,659590
12-08-2016,679139
12-08-2017,913806
12-08-2018,656343
12-08-2019,720321
12-08-2020,376385
12-09-2009,318823
12-09-2010,289681
12-09-2011,317501
12-09-2012,233839
12-09-2013,401525
12-09-2014,503300
12-09-2015,706915
12-09-2016,768011
12-09-2017,759334
12-09-2018,550934
12-09-2019,790868
12-09-2020,448039
12-10-2009,300799
12-10-2010,325956
12-10-2011,207816
12-10-2012,314975
12-10-2013,460305
12-10-2014,522104
12-10-2015,739517
12-10-2016,643880
12-10-2017,668967
12-10-2018,792334
12-10-2019,855754
12-10-2020,438663
12-11-2009,343592
12-11-2010,226435
12-11-2011,175558
12-11-2012,329952
12-11-2013,473900
12-11-2014,513732
12-11-2015,744363
12-11-2016,545013
12-11-2017,793143
12-11-2018,831842
12-11-2019,881085
12-11-2020,543000
12-12-2009,258706
12-12-2010,171622
12-12-2011,275337
12-12-2012,337372
12-12-2013,523381
12-12-2014,601136
12-12-2015,643844
12-12-2016,647059
12-12-2017,822951
12-12-2018,815982
12-12-2019,912221
12-12-2020,595152
13-01-2010,257970
13-01-2011,228943
13-01-2012,301391
13-01-2013,210054
13-01-2014,469680
13-01-2015,428901
13-01-2016,526676
13-01-2017,532048
13-01-2018,535466
13-01-2019,503191
13-01-2020,776131
13-01-2021,358544
13-02-2010,238486
13-02-2011,164387
13-02-2012,298704
13-02-2013,308255
13-02-2014,507259
13-02-2015,577716
13-02-2016,669691
13-02-2017,514714
13-02-2018,776160
13-02-2019,714350
13-02-2020,819376
13-02-2021,109875
13-03-2010,254013
13-03-2011,218903
13-03-2012,314675
13-03-2013,279375
13-03-2014,539927
13-03-2015,728920
13-03-2016,746962
13-03-2017,566090
13-03-2018,754838
13-03-2019,824479
13-03-2020,839718
13-03-2021,397322
13-04-2010,283887
13-04-2011,287289
13-04-2012,399223
13-04-2013,250456
13-04-2014,551418
13-04-2015,562914
13-04-2016,723817
13-04-2017,699563
13-04-2018,945614
13-04-2019,751899
13-04-2020,110739
13-04-2021,554430
13-05-2009,241830
13-05-2010,268440
13-05-2011,313168
13-05-2012,151131
13-05-2013,256325
13-05-2014,427979
13-05-2015,533158
13-05-2016,793290
13-05-2017,532369
13-05-2018,566785
13-05-2019,666884
13-05-2020,189478
13-05-2021,295516
13-06-2009,193662
13-06-2010,199477
13-06-2011,167383
13-06-2012,277294
13-06-2013,236033
13-06-2014,557362
13-06-2015,517094
13-06-2016,443408
13-06-2017,530279
13-06-2018,647042
13-06-2019,716824
13-06-2020,319338
13-07-2009,245796
13-07-2010,262858
13-07-2011,262764
13-07-2012,373579
13-07-2013,206018
13-07-2014,350906
13-07-2015,480004
13-07-2016,616785
13-07-2017,629153
13-07-2018,897761
13-07-2019,605764
13-07-2020,165339
13-08-2009,285138
13-08-2010,320307
13-08-2011,201961
13-08-2012,280952
13-08-2013,261852
13-08-2014,463055
13-08-2015,576497
13-08-2016,629893
13-08-2017,505625
13-08-2018,695855
13-08-2019,744991
13-08-2020,100450
13-09-2009,162498
13-09-2010,252179
13-09-2011,248649
13-09-2012,273758
13-09-2013,445901
13-09-2014,406805
13-09-2015,538052
13-09-2016,578316
13-09-2017,585817
13-09-2018,824492
13-09-2019,911881
13-09-2020,138705
13-10-2009,251848
13-10-2010,242890
13-10-2011,278179
13-10-2012,240623
13-10-2013,301533
13-10-2014,412819
13-10-2015,578092
13-10-2016,610406
13-10-2017,746482
13-10-2018,693407
13-10-2019,748319
13-10-2020,134898
13-11-2009,351609
13-11-2010,160432
13-11-2011,166755
13-11-2012,303132
13-11-2013,406560
13-11-2014,534646
13-11-2015,767005
13-11-2016,401012
13-11-2017,722374
13-11-2018,725514
13-11-2019,813262
13-11-2020,330106
13-12-2009,206953
13-12-2010,281115
13-12-2011,281157
13-12-2012,303439
13-12-2013,551375
13-12-2014,479015
13-12-2015,554435
13-12-2016,615701
13-12-2017,783137
13-12-2018,696310
13-12-2019,987362
13-12-2020,439515
14-01-2010,278609
14-01-2011,275763
14-01-2012,196510
14-01-2013,277955
14-01-2014,404315
14-01-2015,469651
14-01-2016,612574
14-01-2017,456663
14-01-2018,634133
14-01-2019,618408
14-01-2020,732120
14-01-2021,392842
14-02-2010,253187
14-02-2011,274752
14-02-2012,326485
14-02-2013,332958
14-02-2014,601852
14-02-2015,601566
14-02-2016,682517
14-02-2017,594850
14-02-2018,835388
14-02-2019,754779
14-02-2020,848409
14-02-2021,117671
14-03-2010,287997
14-03-2011,289712
14-03-2012,315123
14-03-2013,310610
14-03-2014,625298
14-03-2015,573160
14-03-2016,650464
14-03-2017,558199
14-03-2018,794840
14-03-2019,846115
14-03-2020,626220
14-03-2021,434290
14-04-2010,296215
14-04-2011,306350
14-04-2012,271577
14-04-2013,207988
14-04-2014,542553
14-04-2015,576960
14-04-2016,745662
14-04-2017,471177
14-04-2018,597581
14-04-2019,647560
14-04-2020,137733
14-04-2021,585798
14-05-2009,252765
14-05-2010,314897
14-05-2011,184078
14-05-2012,275084
14-05-2013,266423
14-05-2014,445862
14-05-2015,567567
14-05-2016,674512
14-05-2017,454015
14-05-2018,662189
14-05-2019,714440
14-05-2020,204745
14-05-2021,388402
14-06-2009,155088
14-06-2010,174575
14-06-2011,250756
14-06-2012,283464
14-06-2013,306154
14-06-2014,409286
14-06-2015,423527
14-06-2016,579709
14-06-2017,548934
14-06-2018,675922
14-06-2019,856939
14-06-2020,273561
14-07-2009,258612
14-07-2010,261520
14-07-2011,275836
14-07-2012,255310
14-07-2013,170627
14-07-2014,425764
14-07-2015,487003
14-07-2016,675597
14-07-2017,679518
14-07-2018,725447
14-07-2019,459148
14-07-2020,171574
14-08-2009,332630
14-08-2010,218310
14-08-2011,181844
14-08-2012,265521
14-08-2013,246283
14-08-2014,483652
14-08-2015,627460
14-08-2016,568123
14-08-2017,586612
14-08-2018,749846
14-08-2019,810382
14-08-2020,90715
14-09-2009,255271
14-09-2010,269978
14-09-2011,244236
14-09-2012,308166
14-09-2013,317609
14-09-2014,344084
14-09-2015,578139
14-09-2016,622864
14-09-2017,610491
14-09-2018,941484
14-09-2019,707891
14-09-2020,125292
14-10-2009,253166
14-10-2010,283035
14-10-2011,314707
14-10-2012,243713
14-10-2013,384800
14-10-2014,456761
14-10-2015,607247
14-10-2016,713823
14-10-2017,684670
14-10-2018,593667
14-10-2019,793265
14-10-2020,154291
14-11-2009,249520
14-11-2010,156092
14-11-2011,261243
14-11-2012,301070
14-11-2013,470039
14-11-2014,581694
14-11-2015,597169
14-11-2016,540300
14-11-2017,728995
14-11-2018,732007
14-11-2019,910529
14-11-2020,436497
14-12-2009,309219
14-12-2010,305137
14-12-2011,307048
14-12-2012,348391
14-12-2013,496673
14-12-2014,409057
14-12-2015,673310
14-12-2016,655230
14-12-2017,829057
14-12-2018,828372
14-12-2019,813339
14-12-2020,366040
15-01-2010,306800
15-01-2011,199129
15-01-2012,233303
15-01-2013,296577
15-01-2014,428851
15-01-2015,484780
15-01-2016,724970
15-01-2017,465708
15-01-2018,718848
15-01-2019,638897
15-01-2020,678680
15-01-2021,392440
15-02-2010,287885
15-02-2011,254401
15-02-2012,300199
15-02-2013,345519
15-02-2014,466500
15-02-2015,458469
15-02-2016,659351
15-02-2017,574688
15-02-2018,817489
15-02-2019,827756
15-02-2020,594842
15-02-2021,123471
15-03-2010,284687
15-03-2011,270319
15-03-2012,313306
15-03-2013,354522
15-03-2014,456541
15-03-2015,490759
15-03-2016,671662
15-03-2017,536590
15-03-2018,795874
15-03-2019,949305
15-03-2020,483823
15-03-2021,430529
15-04-2010,305700
15-04-2011,361336
15-04-2012,210494
15-04-2013,263882
15-04-2014,561766
15-04-2015,629175
15-04-2016,881389
15-04-2017,539783
15-04-2018,531138
15-04-2019,817047
15-04-2020,140878
15-04-2021,650094
15-05-2009,290267
15-05-2010,218893
15-05-2011,165084
15-05-2012,292108
15-05-2013,257522
15-05-2014,469165
15-05-2015,665396
15-05-2016,527120
15-05-2017,510207
15-05-2018,664186
15-05-2019,715327
15-05-2020,220671
15-05-2021,383653
15-06-2009,245724
15-06-2010,247024
15-06-2011,269252
15-06-2012,336699
15-06-2013,223468
15-06-2014,346347
15-06-2015,551739
15-06-2016,618458
15-06-2017,558423
15-06-2018,724422
15-06-2019,711919
15-06-2020,274560
15-07-2009,275165
15-07-2010,282842
15-07-2011,317590
15-07-2012,230379
15-07-2013,255697
15-07-2014,423664
15-07-2015,553158
15-07-2016,786006
15-07-2017,574596
15-07-2018,566742
15-07-2019,668542
15-07-2020,171848
15-08-2009,225880
15-08-2010,173793
15-08-2011,234562
15-08-2012,280447
15-08-2013,274546
15-08-2014,588692
15-08-2015,579764
15-08-2016,632880
15-08-2017,565622
15-08-2018,758640
15-08-2019,814376
15-08-2020,112778
15-09-2009,270983
15-09-2010,264183
15-09-2011,263075
15-09-2012,233753
15-09-2013,285887
15-09-2014,424416
15-09-2015,549311
15-09-2016,611888
15-09-2017,667928
15-09-2018,563598
15-09-2019,477097
15-09-2020,137219
15-10-2009,260041
15-10-2010,250606
15-10-2011,190698
15-10-2012,290295
15-10-2013,434985
15-10-2014,485502
15-10-2015,609690
15-10-2016,542013
15-10-2017,609065
15-10-2018,691739
15-10-2019,828278
15-10-2020,124895
15-11-2009,193202
15-11-2010,242464
15-11-2011,266078
15-11-2012,308507
15-11-2013,540968
15-11-2014,448762
15-11-2015,540609
15-11-2016,595708
15-11-2017,753974
15-11-2018,813915
15-11-2019,1006649
15-11-2020,300190
15-12-2009,319999
15-12-2010,290270
15-12-2011,310095
15-12-2012,275682
15-12-2013,388048
15-12-2014,486480
15-12-2015,690976
15-12-2016,691219
15-12-2017,943607
15-12-2018,687881
15-12-2019,714535
15-12-2020,378222
16-01-2010,188927
16-01-2011,225298
16-01-2012,293426
16-01-2013,321899
16-01-2014,397916
16-01-2015,578750
16-01-2016,589346
16-01-2017,543821
16-01-2018,805776
16-01-2019,676692
16-01-2020,826978
16-01-2021,455543
16-02-2010,288492
16-02-2011,259621
16-02-2012,287443
16-02-2013,250287
16-02-2014,385121
16-02-2015,522039
16-02-2016,640697
16-02-2017,565850
16-02-2018,922653
16-02-2019,632223
16-02-2020,582700
16-02-2021,121527
16-03-2010,287455
16-03-2011,277212
16-03-2012,352472
16-03-2013,234152
16-03-2014,439257
16-03-2015,594026
16-03-2016,703152
16-03-2017,552435
16-03-2018,900585
16-03-2019,726951
16-03-2020,687934
16-03-2021,443325
16-04-2010,356792
16-04-2011,245934
16-04-2012,296079
16-04-2013,296737
16-04-2014,571524
16-04-2015,648782
16-04-2016,668218
16-04-2017,472596
16-04-2018,702178
16-04-2019,836714
16-04-2020,141992
16-04-2021,742916
16-05-2009,181023
16-05-2010,179733
16-05-2011,248722
16-05-2012,294010
16-05-2013,263694
16-05-2014,556618
16-05-2015,556646
16-05-2016,644614
16-05-2017,540831
16-05-2018,692178
16-05-2019,712607
16-05-2020,243777
16-05-2021,298710
16-06-2009,249053
16-06-2010,248752
16-06-2011,271215
16-06-2012,229651
16-06-2013,166170
16-06-2014,415322
16-06-2015,563991
16-06-2016,584295
16-06-2017,658843
16-06-2018,643543
16-06-2019,518919
16-06-2020,269431
16-07-2009,284946
16-07-2010,325467
16-07-2011,214837
16-07-2012,280576
16-07-2013,262095
16-07-2014,455540
16-07-2015,576055
16-07-2016,694441
16-07-2017,406334
16-07-2018,685796
16-07-2019,697076
16-07-2020,166468
16-08-2009,152753
16-08-2010,245959
16-08-2011,249350
16-08-2012,295642
16-08-2013,327476
16-08-2014,458160
16-08-2015,450525
16-08-2016,646232
16-08-2017,600683
16-08-2018,777417
16-08-2019,859268
16-08-2020,92176
16-09-2009,277782
16-09-2010,272148
16-09-2011,304809
16-09-2012,185460
16-09-2013,329777
16-09-2014,406222
16-09-2015,592421
16-09-2016,785093
16-09-2017,542549
16-09-2018,524743
16-09-2019,716250
16-09-2020,135269
16-10-2009,307302
16-10-2010,182468
16-10-2011,140704
16-10-2012,269175
16-10-2013,449874
16-10-2014,498583
16-10-2015,663558
16-10-2016,444736
16-10-2017,645915
16-10-2018,658056
16-10-2019,788110
16-10-2020,141843
16-11-2009,285992
16-11-2010,257701
16-11-2011,274877
16-11-2012,351967
16-11-2013,436089
16-11-2014,352013
16-11-2015,652123
16-11-2016,634224
16-11-2017,735935
16-11-2018,936028
16-11-2019,784745
16-11-2020,257361
16-12-2009,288471
16-12-2010,312977
16-12-2011,336342
16-12-2012,226731
16-12-2013,466220
16-12-2014,491162
16-12-2015,734011
16-12-2016,761279
16-12-2017,767175
16-12-2018,536929
16-12-2019,872395
16-12-2020,463787
17-01-2010,171239
17-01-2011,263896
17-01-2012,272399
17-01-2013,284208
17-01-2014,444935
17-01-2015,441219
17-01-2016,550697
17-01-2017,526535
17-01-2018,797930
17-01-2019,702195
17-01-2020,925091
17-01-2021,419829
17-02-2010,293812
17-02-2011,269734
17-02-2012,361120
17-02-2013,200455
17-02-2014,494656
17-02-2015,554552
17-02-2016,682152
17-02-2017,640067
17-02-2018,989404
17-02-2019,556786
17-02-2020,837995
17-02-2021,123303
17-03-2010,295939
17-03-2011,281651
17-03-2012,272643
17-03-2013,201283
17-03-2014,508714
17-03-2015,579477
17-03-2016,724483
17-03-2017,665697
17-03-2018,741713
17-03-2019,582610
17-03-2020,605226
17-03-2021,478918
17-04-2010,247775
17-04-2011,256164
17-04-2012,315332
17-04-2013,302551
17-04-2014,629844
17-04-2015,703342
17-04-2016,570963
17-04-2017,401430
17-04-2018,783506
17-04-2019,814122
17-04-2020,147498
17-04-2021,746269
17-05-2009,159279
17-05-2010,258172
17-05-2011,261684
17-05-2012,308493
17-05-2013,319341
17-05-2014,470738
17-05-2015,468310
17-05-2016,661532
17-05-2017,572565
17-05-2018,698288
17-05-2019,835289
17-05-2020,209891
17-05-2021,283402
17-06-2009,263971
17-06-2010,250933
17-06-2011,300814
17-06-2012,170630
17-06-2013,230230
17-06-2014,453051
17-06-2015,635634
17-06-2016,661837
17-06-2017,519084
17-06-2018,378360
17-06-2019,705515
17-06-2020,291197
17-07-2009,320282
17-07-2010,226341
17-07-2011,163260
17-07-2012,289987
17-07-2013,274534
17-07-2014,422535
17-07-2015,644910
17-07-2016,555681
17-07-2017,523005
17-07-2018,699900
17-07-2019,707474
17-07-2020,165596
17-08-2009,259732
17-08-2010,260767
17-08-2011,237224
17-08-2012,323314
17-08-2013,238529
17-08-2014,374965
17-08-2015,481734
17-08-2016,633978
17-08-2017,575320
17-08-2018,913125
17-08-2019,803517
17-08-2020,100378
17-09-2009,242964
17-09-2010,309711
17-09-2011,197490
17-09-2012,255918
17-09-2013,374181
17-09-2014,436310
17-09-2015,571835
17-09-2016,627683
17-09-2017,520078
17-09-2018,751041
17-09-2019,719355
17-09-2020,120741
17-10-2009,203353
17-10-2010,154837
17-10-2011,245725
17-10-2012,283280
17-10-2013,430113
17-10-2014,576630
17-10-2015,575503
17-10-2016,543250
17-10-2017,684129
17-10-2018,723569
17-10-2019,781214
17-10-2020,132910
17-11-2009,289181
17-11-2010,284048
17-11-2011,294297
17-11-2012,256977
17-11-2013,436311
17-11-2014,477641
17-11-2015,649510
17-11-2016,695865
17-11-2017,945058
17-11-2018,723541
17-11-2019,666196
17-11-2020,287853
17-12-2009,293286
17-12-2010,323991
17-12-2011,219794
17-12-2012,328239
17-12-2013,497033
17-12-2014,567776
17-12-2015,687276
17-12-2016,578366
17-12-2017,655180
17-12-2018,749603
17-12-2019,899134
17-12-2020,460825
18-01-2010,252620
18-01-2011,270382
18-01-2012,304423
18-01-2013,328846
18-01-2014,450585
18-01-2015,434167
18-01-2016,629602
18-01-2017,600457
18-01-2018,697489
18-01-2019,784846
18-01-2020,748440
18-01-2021,377417
18-02-2010,299870
18-02-2011,300497
18-02-2012,275817
18-02-2013,268401
18-02-2014,500317
18-02-2015,629421
18-02-2016,707372
18-02-2017,634328
18-02-2018,872102
18-02-2019,689073
18-02-2020,717675
18-02-2021,315466
18-03-2010,298086
18-03-2011,305916
18-03-2012,228949
18-03-2013,295653
18-03-2014,507935
18-03-2015,613218
18-03-2016,730517
18-03-2017,534489
18-03-2018,664634
18-03-2019,785420
18-03-2020,508208
18-03-2021,493119
18-04-2010,195993
18-04-2011,290128
18-04-2012,321816
18-04-2013,298351
18-04-2014,359672
18-04-2015,558398
18-04-2016,677515
18-04-2017,563015
18-04-2018,797086
18-04-2019,901530
18-04-2020,134233
18-04-2021,539530
18-05-2009,241340
18-05-2010,270488
18-05-2011,258135
18-05-2012,362338
18-05-2013,246670
18-05-2014,378082
18-05-2015,566187
18-05-2016,694125
18-05-2017,577407
18-05-2018,785155
18-05-2019,669255
18-05-2020,212654
18-05-2021,315072
18-06-2009,277093
18-06-2010,312317
18-06-2011,219299
18-06-2012,266878
18-06-2013,247936
18-06-2014,463445
18-06-2015,612668
18-06-2016,558896
18-06-2017,396715
18-06-2018,628283
18-06-2019,666366
18-06-2020,309546
18-07-2009,210954
18-07-2010,173404
18-07-2011,239470
18-07-2012,284707
18-07-2013,267438
18-07-2014,487405
18-07-2015,620441
18-07-2016,635296
18-07-2017,540192
18-07-2018,763353
18-07-2019,755984
18-07-2020,134137
18-08-2009,263608
18-08-2010,247698
18-08-2011,255760
18-08-2012,237582
18-08-2013,172488
18-08-2014,400047
18-08-2015,497840
18-08-2016,685000
18-08-2017,617533
18-08-2018,625057
18-08-2019,568923
18-08-2020,105484
18-09-2009,320215
18-09-2010,202070
18-09-2011,163477
18-09-2012,248112
18-09-2013,354191
18-09-2014,445269
18-09-2015,690363
18-09-2016,446666
18-09-2017,603385
18-09-2018,745728
18-09-2019,755497
18-09-2020,134425
18-10-2009,172549
18-10-2010,247934
18-10-2011,255645
18-10-2012,312189
18-10-2013,548630
18-10-2014,441406
18-10-2015,503192
18-10-2016,519380
18-10-2017,677324
18-10-2018,733057
18-10-2019,952819
18-10-2020,129324
18-11-2009,297302
18-11-2010,258074
18-11-2011,301296
18-11-2012,214420
18-11-2013,514034
18-11-2014,505522
18-11-2015,686578
18-11-2016,698643
18-11-2017,656106
18-11-2018,634147
18-11-2019,844785
18-11-2020,313407
18-12-2009,367505
18-12-2010,206145
18-12-2011,183492
18-12-2012,341889
18-12-2013,535066
18-12-2014,505133
18-12-2015,729509
18-12-2016,504656
18-12-2017,764671
18-12-2018,772259
18-12-2019,866384
18-12-2020,572248
19-01-2010,286396
19-01-2011,285213
19-01-2012,334075
19-01-2013,258919
19-01-2014,411870
19-01-2015,528505
19-01-2016,653133
19-01-2017,620063
19-01-2018,723380
19-01-2019,670861
19-01-2020,641021
19-01-2021,408635
19-02-2010,337402
19-02-2011,213265
19-02-2012,225945
19-02-2013,264660
19-02-2014,497484
19-02-2015,641733
19-02-2016,736845
19-02-2017,451979
19-02-2018,759345
19-02-2019,715682
19-02-2020,795921
19-02-2021,371451
19-03-2010,334247
19-03-2011,220222
19-03-2012,321107
19-03-2013,298646
19-03-2014,524405
19-03-2015,623515
19-03-2016,625400
19-03-2017,425861
19-03-2018,754464
19-03-2019,761115
19-03-2020,455613
19-03-2021,581267
19-04-2010,271477
19-04-2011,301214
19-04-2012,326976
19-04-2013,347137
19-04-2014,487445
19-04-2015,387304
19-04-2016,699771
19-04-2017,580933
19-04-2018,814806
19-04-2019,689807
19-04-2020,132400
19-04-2021,461632
19-05-2009,274663
19-05-2010,277155
19-05-2011,271577
19-05-2012,258617
19-05-2013,201812
19-05-2014,444757
19-05-2015,535738
19-05-2016,667355
19-05-2017,616429
19-05-2018,668033
19-05-2019,530895
19-05-2020,206803
19-05-2021,337444
19-06-2009,316792
19-06-2010,221451
19-06-2011,167518
19-06-2012,279729
19-06-2013,254031
19-06-2014,473161
19-06-2015,693785
19-06-2016,447823
19-06-2017,508138
19-06-2018,682511
19-06-2019,710708
19-06-2020,352116
19-07-2009,203494
19-07-2010,264962
19-07-2011,248480
19-07-2012,301547
19-07-2013,298499
19-07-2014,407153
19-07-2015,477802
19-07-2016,625272
19-07-2017,555027
19-07-2018,725351
19-07-2019,902692
19-07-2020,118789
19-08-2009,278080
19-08-2010,271429
19-08-2011,309866
19-08-2012,205832
19-08-2013,241327
19-08-2014,434950
19-08-2015,555653
19-08-2016,637766
19-08-2017,559997
19-08-2018,496016
19-08-2019,723336
19-08-2020,88247
19-09-2009,198912
19-09-2010,172564
19-09-2011,252278
19-09-2012,269559
19-09-2013,386505
19-09-2014,515337
19-09-2015,578018
19-09-2016,655191
19-09-2017,645505
19-09-2018,768576
19-09-2019,774466
19-09-2020,147970
19-10-2009,263115
19-10-2010,261770
19-10-2011,265828
19-10-2012,356468
19-10-2013,414553
19-10-2014,379097
19-10-2015,578945
19-10-2016,583126
19-10-2017,631220
19-10-2018,853431
19-10-2019,690292
19-10-2020,168411
19-11-2009,290554
19-11-2010,324687
19-11-2011,182062
19-11-2012,301145
19-11-2013,509290
19-11-2014,538168
19-11-2015,696855
19-11-2016,603565
19-11-2017,650402
19-11-2018,650635
19-11-2019,875345
19-11-2020,300283
19-12-2009,235314
19-12-2010,149666
19-12-2011,288630
19-12-2012,328833
19-12-2013,460037
19-12-2014,582335
19-12-2015,483554
19-12-2016,641861
19-12-2017,707022
19-12-2018,794461
19-12-2019,949898
19-12-2020,599961
20-01-2010,304682
20-01-2011,297156
20-01-2012,340642
20-01-2013,219587
20-01-2014,493019
20-01-2015,565802
20-01-2016,698114
20-01-2017,642266
20-01-2018,748664
20-01-2019,542220
20-01-2020,705198
20-01-2021,462693
20-02-2010,223760
20-02-2011,171000
20-02-2012,298807
20-02-2013,311402
20-02-2014,516173
20-02-2015,696494
20-02-2016,885831
20-02-2017,543044
20-02-2018,796056
20-02-2019,749110
20-02-2020,906567
20-02-2021,435862
20-03-2010,258551
20-03-2011,190046
20-03-2012,316035
20-03-2013,303027
20-03-2014,534601
20-03-2015,692880
20-03-2016,646783
20-03-2017,511016
20-03-2018,767316
20-03-2019,771572
20-03-2020,443190
20-03-2021,582152
20-04-2010,276696
20-04-2011,290243
20-04-2012,366536
20-04-2013,293365
20-04-2014,396435
