,Pedestrians_Count,Lockdown_Stage,Vehicle_Count,Covid_Cases
05-05-2020,186163,Stage 3,13043.0,15.0
05-05-2021,335436,Stage 0,,0.0
05-06-2009,256729,Stage 0,,0.0
05-06-2010,290841,Stage 0,,0.0
05-06-2011,305714,Stage 0,,0.0
05-06-2012,189674,Stage 0,,0.0
05-06-2013,269942,Stage 0,,0.0
05-06-2014,421373,Stage 0,,0.0
05-06-2015,543673,Stage 0,,0.0
05-06-2016,837827,Stage 0,,0.0
05-06-2017,491693,Stage 0,,0.0
05-06-2018,581577,Stage 0,,0.0
05-06-2019,722955,Stage 0,21457.0,0.0
05-06-2020,172842,Stage 3,,1.0
05-06-2021,344715,Stage 0,,2.0
05-07-2009,257464,Stage 0,,0.0
05-07-2010,329601,Stage 0,,0.0
05-07-2011,200641,Stage 0,,0.0
05-07-2012,281407,Stage 0,,0.0
05-07-2013,274838,Stage 0,,0.0
05-07-2014,430494,Stage 0,,0.0
05-07-2015,556631,Stage 0,,0.0
05-07-2016,667976,Stage 0,,0.0
05-07-2017,402430,Stage 0,,0.0
05-07-2018,674019,Stage 0,,0.0
05-07-2019,757758,Stage 0,22713.0,0.0
05-07-2020,176481,Stage 3,,97.0
05-07-2021,395631,Stage 0,,0.0
05-08-2009,292888,Stage 0,,0.0
05-08-2010,230755,Stage 0,,0.0
05-08-2011,141368,Stage 0,,0.0
05-08-2012,307579,Stage 0,,0.0
05-08-2013,294253,Stage 0,,0.0
05-08-2014,458677,Stage 0,,0.0
05-08-2015,662573,Stage 0,,0.0
05-08-2016,468801,Stage 0,,0.0
05-08-2017,492725,Stage 0,,0.0
05-08-2018,714870,Stage 0,,0.0
05-08-2019,754208,Stage 0,21101.0,0.0
05-08-2020,202277,Stage 3,,408.0
05-08-2021,390907,Stage 0,,0.0
05-09-2009,186950,Stage 0,,0.0
05-09-2010,183714,Stage 0,,0.0
05-09-2011,250434,Stage 0,,0.0
05-09-2012,306588,Stage 0,,0.0
05-09-2013,310491,Stage 0,,0.0
05-09-2014,520813,Stage 0,,0.0
05-09-2015,512580,Stage 0,,0.0
05-09-2016,577666,Stage 0,,0.0
05-09-2017,538218,Stage 0,,0.0
05-09-2018,803022,Stage 0,,0.0
05-09-2019,752630,Stage 0,22715.0,0.0
05-09-2020,141747,Stage 3,,59.0
05-09-2021,316226,Stage 0,,0.0
05-10-2009,159435,Stage 0,,0.0
05-10-2010,265130,Stage 0,,0.0
05-10-2011,255437,Stage 0,,0.0
05-10-2012,319462,Stage 0,,0.0
05-10-2013,353963,Stage 0,,0.0
05-10-2014,382964,Stage 0,,0.0
05-10-2015,394815,Stage 0,,0.0
05-10-2016,641085,Stage 0,,0.0
05-10-2017,568189,Stage 0,,0.0
05-10-2018,724133,Stage 0,,0.0
05-10-2019,682392,Stage 0,22717.0,0.0
05-10-2020,155927,Stage 3,,13.0
05-10-2021,257644,Stage 0,,0.0
05-11-2009,231013,Stage 0,,0.0
05-11-2010,253743,Stage 0,,0.0
05-11-2011,236278,Stage 0,,0.0
05-11-2012,348616,Stage 0,,0.0
05-11-2013,259521,Stage 0,,0.0
05-11-2014,370953,Stage 0,,0.0
05-11-2015,508168,Stage 0,,0.0
05-11-2016,652510,Stage 0,,0.0
05-11-2017,567444,Stage 0,,0.0
05-11-2018,618683,Stage 0,,0.0
05-11-2019,624718,Stage 0,14443.0,0.0
05-11-2020,173860,Stage 3,,0.0
05-11-2021,277676,Stage 0,,0.0
05-12-2009,235842,Stage 0,,0.0
05-12-2010,264172,Stage 0,,0.0
05-12-2011,252889,Stage 0,,0.0
05-12-2012,245517,Stage 0,,0.0
05-12-2013,187588,Stage 0,,0.0
05-12-2014,430259,Stage 0,,0.0
05-12-2015,514329,Stage 0,,0.0
05-12-2016,688501,Stage 0,,0.0
05-12-2017,642942,Stage 0,,0.0
05-12-2018,639883,Stage 0,,0.0
05-12-2019,494330,Stage 0,24535.0,0.0
05-12-2020,188782,Stage 3,,0.0
05-12-2021,330347,Stage 0,,0.0
06-01-2009,249127,Stage 0,,0.0
06-01-2010,261862,Stage 0,,0.0
06-01-2011,256897,Stage 0,,0.0
06-01-2012,336701,Stage 0,,0.0
06-01-2013,187717,Stage 0,,0.0
06-01-2014,322877,Stage 0,,0.0
06-01-2015,524373,Stage 0,,0.0
06-01-2016,646611,Stage 0,,0.0
06-01-2017,509074,Stage 0,,0.0
06-01-2018,785575,Stage 0,,0.0
06-01-2019,634415,Stage 0,12598.0,0.0
06-01-2020,182143,Stage 3,20565.0,0.0
06-02-2009,256157,Stage 0,,0.0
06-02-2010,265773,Stage 0,,0.0
06-02-2011,267696,Stage 0,,0.0
06-02-2012,220352,Stage 0,,0.0
06-02-2013,164982,Stage 0,,0.0
06-02-2014,445546,Stage 0,,0.0
06-02-2015,528939,Stage 0,,0.0
06-02-2016,650569,Stage 0,,0.0
06-02-2017,625069,Stage 0,,0.0
06-02-2018,682116,Stage 0,,0.0
06-02-2019,478463,Stage 0,16815.0,0.0
06-02-2020,262218,Stage 3,22559.0,0.0
06-03-2009,283574,Stage 0,,0.0
06-03-2010,269513,Stage 0,,0.0
06-03-2011,306014,Stage 0,,0.0
06-03-2012,172728,Stage 0,,0.0
06-03-2013,238200,Stage 0,,0.0
06-03-2014,425494,Stage 0,,0.0
06-03-2015,579905,Stage 0,,0.0
06-03-2016,713045,Stage 0,,0.0
06-03-2017,515674,Stage 0,,0.0
06-03-2018,518514,Stage 0,,0.0
06-03-2019,577484,Stage 0,20105.0,0.0
06-03-2020,263772,Stage 3,23410.0,1.0
06-04-2009,286353,Stage 0,,0.0
06-04-2010,316381,Stage 0,,0.0
06-04-2011,216176,Stage 0,,0.0
06-04-2012,245872,Stage 0,,0.0
06-04-2013,245211,Stage 0,,0.0
06-04-2014,454521,Stage 0,,0.0
06-04-2015,540945,Stage 0,,0.0
06-04-2016,524250,Stage 0,,0.0
06-04-2017,409450,Stage 0,,0.0
06-04-2018,638408,Stage 0,,0.0
06-04-2019,699422,Stage 0,18347.0,0.0
06-04-2020,283864,Stage 3,12471.0,26.0
06-05-2009,319370,Stage 0,,0.0
06-05-2010,199624,Stage 0,,0.0
06-05-2011,172301,Stage 0,,0.0
06-05-2012,258536,Stage 0,,0.0
06-05-2013,251066,Stage 0,,0.0
06-05-2014,481579,Stage 0,,0.0
06-05-2015,682471,Stage 0,,0.0
06-05-2016,433985,Stage 0,,0.0
06-05-2017,510095,Stage 0,,0.0
06-05-2018,666350,Stage 0,,0.0
06-05-2019,699449,Stage 0,19422.0,0.0
06-05-2020,316827,Stage 3,12829.0,15.0
06-06-2009,220637,Stage 0,,0.0
06-06-2010,168645,Stage 0,,0.0
06-06-2011,244037,Stage 0,,0.0
06-06-2012,277362,Stage 0,,0.0
06-06-2013,263851,Stage 0,,0.0
06-06-2014,557119,Stage 0,,0.0
06-06-2015,637017,Stage 0,,0.0
06-06-2016,622563,Stage 0,,0.0
06-06-2017,518925,Stage 0,,0.0
06-06-2018,778577,Stage 0,,0.0
06-06-2019,724353,Stage 0,21583.0,0.0
06-06-2020,359986,Stage 3,,4.0
06-07-2009,208965,Stage 0,,0.0
06-07-2010,253716,Stage 0,,0.0
06-07-2011,228921,Stage 0,,0.0
06-07-2012,296435,Stage 0,,0.0
06-07-2013,311924,Stage 0,,0.0
06-07-2014,424009,Stage 0,,0.0
06-07-2015,540196,Stage 0,,0.0
06-07-2016,607044,Stage 0,,0.0
06-07-2017,570696,Stage 0,,0.0
06-07-2018,697551,Stage 0,,0.0
06-07-2019,838457,Stage 0,20096.0,0.0
06-07-2020,264443,Stage 3,,166.0
06-08-2009,140377,Stage 0,,0.0
06-08-2010,253338,Stage 0,,0.0
06-08-2011,237011,Stage 0,,0.0
06-08-2012,323111,Stage 0,,0.0
06-08-2013,225107,Stage 0,,0.0
06-08-2014,417923,Stage 0,,0.0
06-08-2015,463457,Stage 0,,0.0
06-08-2016,619490,Stage 0,,0.0
06-08-2017,553586,Stage 0,,0.0
06-08-2018,717758,Stage 0,,0.0
06-08-2019,653638,Stage 0,22213.0,0.0
06-08-2020,249712,Stage 3,,378.0
06-09-2009,225377,Stage 0,,0.0
06-09-2010,246090,Stage 0,,0.0
06-09-2011,256505,Stage 0,,0.0
06-09-2012,225754,Stage 0,,0.0
06-09-2013,209189,Stage 0,,0.0
06-09-2014,331318,Stage 0,,0.0
06-09-2015,541621,Stage 0,,0.0
06-09-2016,627753,Stage 0,,0.0
06-09-2017,720789,Stage 0,,0.0
06-09-2018,712181,Stage 0,,0.0
06-09-2019,578906,Stage 0,22897.0,0.0
06-09-2020,265769,Stage 3,,35.0
06-10-2009,235717,Stage 0,,0.0
06-10-2010,270362,Stage 0,,0.0
06-10-2011,304140,Stage 0,,0.0
06-10-2012,207515,Stage 0,,0.0
06-10-2013,166589,Stage 0,,0.0
06-10-2014,455292,Stage 0,,0.0
06-10-2015,565075,Stage 0,,0.0
06-10-2016,695730,Stage 0,,0.0
06-10-2017,575576,Stage 0,,0.0
06-10-2018,674223,Stage 0,,0.0
06-10-2019,467719,Stage 0,18928.0,0.0
06-10-2020,275125,Stage 3,,5.0
06-11-2009,257183,Stage 0,,0.0
06-11-2010,305837,Stage 0,,0.0
06-11-2011,231673,Stage 0,,0.0
06-11-2012,179125,Stage 0,,0.0
06-11-2013,240582,Stage 0,,0.0
06-11-2014,466100,Stage 0,,0.0
06-11-2015,596107,Stage 0,,0.0
06-11-2016,568372,Stage 0,,0.0
06-11-2017,518019,Stage 0,,0.0
06-11-2018,529526,Stage 0,,0.0
06-11-2019,687995,Stage 0,21828.0,0.0
06-11-2020,278315,Stage 3,,0.0
06-12-2009,301122,Stage 0,,0.0
06-12-2010,210995,Stage 0,,0.0
06-12-2011,218508,Stage 0,,0.0
06-12-2012,273935,Stage 0,,0.0
06-12-2013,230607,Stage 0,,0.0
06-12-2014,486917,Stage 0,,0.0
06-12-2015,661425,Stage 0,,0.0
06-12-2016,585804,Stage 0,,0.0
06-12-2017,387743,Stage 0,,0.0
06-12-2018,631543,Stage 0,,0.0
06-12-2019,620081,Stage 0,24240.0,0.0
06-12-2020,318808,Stage 3,,0.0
07-01-2009,269596,Stage 0,,0.0
07-01-2010,287463,Stage 0,,0.0
07-01-2011,307462,Stage 0,,0.0
07-01-2012,167963,Stage 0,,0.0
07-01-2013,262415,Stage 0,,0.0
07-01-2014,452606,Stage 0,,0.0
07-01-2015,626970,Stage 0,,0.0
07-01-2016,740660,Stage 0,,0.0
07-01-2017,616019,Stage 0,,0.0
07-01-2018,586864,Stage 0,,0.0
07-01-2019,681065,Stage 0,15531.0,0.0
07-01-2020,286445,Stage 3,22208.0,0.0
07-02-2009,259744,Stage 0,,0.0
07-02-2010,316062,Stage 0,,0.0
07-02-2011,215226,Stage 0,,0.0
07-02-2012,276663,Stage 0,,0.0
07-02-2013,272456,Stage 0,,0.0
07-02-2014,486786,Stage 0,,0.0
07-02-2015,603980,Stage 0,,0.0
07-02-2016,607997,Stage 0,,0.0
07-02-2017,537761,Stage 0,,0.0
07-02-2018,691138,Stage 0,,0.0
07-02-2019,703669,Stage 0,18543.0,0.0
07-02-2020,275972,Stage 3,23487.0,0.0
07-03-2009,296648,Stage 0,,0.0
07-03-2010,219945,Stage 0,,0.0
07-03-2011,161401,Stage 0,,0.0
07-03-2012,301283,Stage 0,,0.0
07-03-2013,281034,Stage 0,,0.0
07-03-2014,489966,Stage 0,,0.0
07-03-2015,715618,Stage 0,,0.0
07-03-2016,529165,Stage 0,,0.0
07-03-2017,579373,Stage 0,,0.0
07-03-2018,697061,Stage 0,,0.0
07-03-2019,755056,Stage 0,20269.0,0.0
07-03-2020,229911,Stage 3,20866.0,1.0
07-04-2009,208163,Stage 0,,0.0
07-04-2010,187839,Stage 0,,0.0
07-04-2011,257577,Stage 0,,0.0
07-04-2012,313558,Stage 0,,0.0
07-04-2013,266028,Stage 0,,0.0
07-04-2014,537576,Stage 0,,0.0
07-04-2015,474642,Stage 0,,0.0
07-04-2016,627915,Stage 0,,0.0
07-04-2017,626490,Stage 0,,0.0
07-04-2018,740832,Stage 0,,0.0
07-04-2019,792842,Stage 0,14793.0,0.0
07-04-2020,244462,Stage 3,13544.0,16.0
07-05-2009,179603,Stage 0,,0.0
07-05-2010,277854,Stage 0,,0.0
07-05-2011,237898,Stage 0,,0.0
07-05-2012,317887,Stage 0,,0.0
07-05-2013,334179,Stage 0,,0.0
07-05-2014,408624,Stage 0,,0.0
07-05-2015,478331,Stage 0,,0.0
07-05-2016,540622,Stage 0,,0.0
07-05-2017,658694,Stage 0,,0.0
07-05-2018,751197,Stage 0,,0.0
07-05-2019,938219,Stage 0,20452.0,0.0
07-05-2020,206853,Stage 3,13434.0,13.0
07-06-2009,260196,Stage 0,,0.0
07-06-2010,293701,Stage 0,,0.0
07-06-2011,256466,Stage 0,,0.0
07-06-2012,372098,Stage 0,,0.0
07-06-2013,237520,Stage 0,,0.0
07-06-2014,354274,Stage 0,,0.0
07-06-2015,516569,Stage 0,,0.0
07-06-2016,637720,Stage 0,,0.0
07-06-2017,686601,Stage 0,,0.0
07-06-2018,893364,Stage 0,,0.0
07-06-2019,778021,Stage 0,22426.0,0.0
07-06-2020,223914,Stage 3,,1.0
07-07-2009,280288,Stage 0,,0.0
07-07-2010,291290,Stage 0,,0.0
07-07-2011,263151,Stage 0,,0.0
07-07-2012,268369,Stage 0,,0.0
07-07-2013,191583,Stage 0,,0.0
07-07-2014,461926,Stage 0,,0.0
07-07-2015,590907,Stage 0,,0.0
07-07-2016,671555,Stage 0,,0.0
07-07-2017,784079,Stage 0,,0.0
07-07-2018,622386,Stage 0,,0.0
07-07-2019,530542,Stage 0,15540.0,0.0
07-07-2020,235809,Stage 3,,119.0
07-08-2009,291385,Stage 0,,0.0
07-08-2010,293627,Stage 0,,0.0
07-08-2011,297651,Stage 0,,0.0
07-08-2012,208136,Stage 0,,0.0
07-08-2013,276264,Stage 0,,0.0
07-08-2014,471139,Stage 0,,0.0
07-08-2015,629963,Stage 0,,0.0
07-08-2016,826329,Stage 0,,0.0
07-08-2017,586585,Stage 0,,0.0
07-08-2018,572870,Stage 0,,0.0
07-08-2019,780253,Stage 0,22778.0,0.0
07-08-2020,286385,Stage 3,,421.0
07-09-2009,298957,Stage 0,,0.0
07-09-2010,336970,Stage 0,,0.0
07-09-2011,210206,Stage 0,,0.0
07-09-2012,292855,Stage 0,,0.0
07-09-2013,269938,Stage 0,,0.0
07-09-2014,432936,Stage 0,,0.0
07-09-2015,608373,Stage 0,,0.0
07-09-2016,659317,Stage 0,,0.0
07-09-2017,507736,Stage 0,,0.0
07-09-2018,715776,Stage 0,,0.0
07-09-2019,777528,Stage 0,20442.0,0.0
07-09-2020,168416,Stage 3,,47.0
07-10-2009,322423,Stage 0,,0.0
07-10-2010,206719,Stage 0,,0.0
07-10-2011,140803,Stage 0,,0.0
07-10-2012,286554,Stage 0,,0.0
07-10-2013,288791,Stage 0,,0.0
07-10-2014,477292,Stage 0,,0.0
07-10-2015,697116,Stage 0,,0.0
07-10-2016,445675,Stage 0,,0.0
07-10-2017,604159,Stage 0,,0.0
07-10-2018,737990,Stage 0,,0.0
07-10-2019,751076,Stage 0,23265.0,0.0
07-10-2020,179151,Stage 3,,8.0
07-11-2009,183348,Stage 0,,0.0
07-11-2010,196216,Stage 0,,0.0
07-11-2011,249383,Stage 0,,0.0
07-11-2012,310639,Stage 0,,0.0
07-11-2013,292607,Stage 0,,0.0
07-11-2014,559895,Stage 0,,0.0
07-11-2015,474872,Stage 0,,0.0
07-11-2016,611912,Stage 0,,0.0
07-11-2017,644573,Stage 0,,0.0
07-11-2018,772777,Stage 0,,0.0
07-11-2019,728401,Stage 0,22583.0,0.0
07-11-2020,104606,Stage 3,,0.0
07-12-2009,173043,Stage 0,,0.0
07-12-2010,259573,Stage 0,,0.0
07-12-2011,255848,Stage 0,,0.0
07-12-2012,302440,Stage 0,,0.0
07-12-2013,348667,Stage 0,,0.0
07-12-2014,383377,Stage 0,,0.0
07-12-2015,280439,Stage 0,,0.0
07-12-2016,593788,Stage 0,,0.0
07-12-2017,659620,Stage 0,,0.0
07-12-2018,776000,Stage 0,,0.0
07-12-2019,775136,Stage 0,23032.0,0.0
07-12-2020,125107,Stage 3,,0.0
08-01-2009,218284,Stage 0,,0.0
08-01-2010,166793,Stage 0,,0.0
08-01-2011,245764,Stage 0,,0.0
08-01-2012,289414,Stage 0,,0.0
08-01-2013,263966,Stage 0,,0.0
08-01-2014,417020,Stage 0,,0.0
08-01-2015,531705,Stage 0,,0.0
08-01-2016,565804,Stage 0,,0.0
08-01-2017,567873,Stage 0,,0.0
08-01-2018,805066,Stage 0,,0.0
08-01-2019,811276,Stage 0,16456.0,0.0
08-01-2020,143025,Stage 3,22531.0,0.0
08-02-2009,180844,Stage 0,,0.0
08-02-2010,261590,Stage 0,,0.0
08-02-2011,259117,Stage 0,,0.0
08-02-2012,292071,Stage 0,,0.0
08-02-2013,281454,Stage 0,,0.0
08-02-2014,390925,Stage 0,,0.0
08-02-2015,429088,Stage 0,,0.0
08-02-2016,641344,Stage 0,,0.0
08-02-2017,581568,Stage 0,,0.0
08-02-2018,816154,Stage 0,,0.0
08-02-2019,934717,Stage 0,19143.0,0.0
08-02-2020,135447,Stage 4,20962.0,0.0
08-03-2009,266703,Stage 0,,0.0
08-03-2010,266445,Stage 0,,0.0
08-03-2011,272167,Stage 0,,0.0
08-03-2012,358734,Stage 0,,0.0
08-03-2013,189721,Stage 0,,0.0
08-03-2014,341246,Stage 0,,0.0
08-03-2015,526778,Stage 0,,0.0
08-03-2016,623707,Stage 0,,0.0
08-03-2017,541575,Stage 0,,0.0
08-03-2018,868148,Stage 0,,0.0
08-03-2019,718078,Stage 0,20065.0,0.0
08-03-2020,108170,Stage 4,14859.0,2.0
08-04-2009,257788,Stage 0,,0.0
08-04-2010,266273,Stage 0,,0.0
08-04-2011,266868,Stage 0,,0.0
08-04-2012,252992,Stage 0,,0.0
08-04-2013,167739,Stage 0,,0.0
08-04-2014,423247,Stage 0,,0.0
08-04-2015,555977,Stage 0,,0.0
08-04-2016,697515,Stage 0,,0.0
08-04-2017,678298,Stage 0,,0.0
08-04-2018,743431,Stage 0,,0.0
08-04-2019,601593,Stage 0,17818.0,0.0
08-04-2020,105627,Stage 4,12949.0,12.0
08-05-2009,279329,Stage 0,,0.0
08-05-2010,279970,Stage 0,,0.0
08-05-2011,293535,Stage 0,,0.0
08-05-2012,188186,Stage 0,,0.0
08-05-2013,246623,Stage 0,,0.0
08-05-2014,427133,Stage 0,,0.0
08-05-2015,571195,Stage 0,,0.0
08-05-2016,826425,Stage 0,,0.0
08-05-2017,566359,Stage 0,,0.0
08-05-2018,615406,Stage 0,,0.0
08-05-2019,786616,Stage 0,21093.0,0.0
08-05-2020,111230,Stage 4,14331.0,8.0
08-06-2009,278602,Stage 0,,0.0
08-06-2010,324604,Stage 0,,0.0
08-06-2011,190509,Stage 0,,0.0
08-06-2012,278084,Stage 0,,0.0
08-06-2013,247243,Stage 0,,0.0
08-06-2014,417099,Stage 0,,0.0
08-06-2015,574158,Stage 0,,0.0
08-06-2016,638545,Stage 0,,0.0
08-06-2017,407353,Stage 0,,0.0
08-06-2018,691731,Stage 0,,0.0
08-06-2019,763354,Stage 0,19661.0,0.0
08-06-2020,91172,Stage 4,,0.0
08-07-2009,317601,Stage 0,,0.0
08-07-2010,222973,Stage 0,,0.0
08-07-2011,150156,Stage 0,,0.0
08-07-2012,287687,Stage 0,,0.0
08-07-2013,247223,Stage 0,,0.0
08-07-2014,441378,Stage 0,,0.0
08-07-2015,687929,Stage 0,,0.0
08-07-2016,539168,Stage 0,,0.0
08-07-2017,536863,Stage 0,,0.0
08-07-2018,742958,Stage 0,,0.0
08-07-2019,795837,Stage 0,20457.0,0.0
08-07-2020,84298,Stage 4,,143.0
08-08-2009,232773,Stage 0,,0.0
08-08-2010,200207,Stage 0,,0.0
08-08-2011,248566,Stage 0,,0.0
08-08-2012,254889,Stage 0,,0.0
08-08-2013,270986,Stage 0,,0.0
08-08-2014,555532,Stage 0,,0.0
08-08-2015,540401,Stage 0,,0.0
08-08-2016,624989,Stage 0,,0.0
08-08-2017,596215,Stage 0,,0.0
08-08-2018,734419,Stage 0,,0.0
08-08-2019,777973,Stage 0,22024.0,0.0
08-08-2020,80846,Stage 4,,347.0
08-09-2009,186999,Stage 0,,0.0
08-09-2010,273316,Stage 0,,0.0
08-09-2011,238472,Stage 0,,0.0
08-09-2012,267602,Stage 0,,0.0
08-09-2013,281475,Stage 0,,0.0
08-09-2014,432130,Stage 0,,0.0
08-09-2015,479401,Stage 0,,0.0
08-09-2016,641444,Stage 0,,0.0
08-09-2017,611458,Stage 0,,0.0
08-09-2018,747746,Stage 0,,0.0
08-09-2019,755990,Stage 0,15769.0,0.0
08-09-2020,88894,Stage 4,,61.0
08-10-2009,248576,Stage 0,,0.0
08-10-2010,245768,Stage 0,,0.0
08-10-2011,243249,Stage 0,,0.0
08-10-2012,319928,Stage 0,,0.0
08-10-2013,230496,Stage 0,,0.0
08-10-2014,355814,Stage 0,,0.0
08-10-2015,536809,Stage 0,,0.0
08-10-2016,632576,Stage 0,,0.0
08-10-2017,613531,Stage 0,,0.0
08-10-2018,868735,Stage 0,,0.0
08-10-2019,597888,Stage 0,23847.0,0.0
08-10-2020,96887,Stage 4,,9.0
08-11-2009,253657,Stage 0,,0.0
08-11-2010,250616,Stage 0,,0.0
08-11-2011,261947,Stage 0,,0.0
08-11-2012,226739,Stage 0,,0.0
08-11-2013,188930,Stage 0,,0.0
08-11-2014,431148,Stage 0,,0.0
08-11-2015,553589,Stage 0,,0.0
08-11-2016,668770,Stage 0,,0.0
08-11-2017,693400,Stage 0,,0.0
08-11-2018,645381,Stage 0,,0.0
08-11-2019,513596,Stage 0,23057.0,0.0
08-11-2020,95180,Stage 4,,0.0
08-12-2009,269824,Stage 0,,0.0
08-12-2010,272631,Stage 0,,0.0
08-12-2011,310295,Stage 0,,0.0
08-12-2012,211373,Stage 0,,0.0
08-12-2013,238208,Stage 0,,0.0
08-12-2014,443141,Stage 0,,0.0
08-12-2015,558721,Stage 0,,0.0
08-12-2016,744288,Stage 0,,0.0
08-12-2017,539856,Stage 0,,0.0
08-12-2018,605608,Stage 0,,0.0
08-12-2019,712837,Stage 0,18016.0,0.0
08-12-2020,92116,Stage 4,,0.0
09-01-2009,253374,Stage 0,,0.0
09-01-2010,245034,Stage 0,,0.0
09-01-2011,257632,Stage 0,,0.0
09-01-2012,257519,Stage 0,,0.0
09-01-2013,285411,Stage 0,,0.0
09-01-2014,377494,Stage 0,,0.0
09-01-2015,577875,Stage 0,,0.0
09-01-2016,617364,Stage 0,,0.0
09-01-2017,705140,Stage 0,,0.0
09-01-2018,631159,Stage 0,,0.0
09-01-2019,509416,Stage 0,17161.0,0.0
09-01-2020,121502,Stage 4,22928.0,0.0
09-02-2009,267646,Stage 0,,0.0
09-02-2010,268374,Stage 0,,0.0
09-02-2011,316175,Stage 0,,0.0
09-02-2012,209653,Stage 0,,0.0
09-02-2013,365464,Stage 0,,0.0
09-02-2014,444987,Stage 0,,0.0
09-02-2015,557953,Stage 0,,0.0
09-02-2016,724798,Stage 0,,0.0
09-02-2017,536908,Stage 0,,0.0
09-02-2018,534939,Stage 0,,0.0
09-02-2019,733078,Stage 0,16896.0,0.0
09-02-2020,112719,Stage 4,16528.0,0.0
09-03-2009,268623,Stage 0,,0.0
09-03-2010,312303,Stage 0,,0.0
09-03-2011,206180,Stage 0,,0.0
09-03-2012,289035,Stage 0,,0.0
09-03-2013,376436,Stage 0,,0.0
09-03-2014,462561,Stage 0,,0.0
09-03-2015,573593,Stage 0,,0.0
09-03-2016,597883,Stage 0,,0.0
09-03-2017,413123,Stage 0,,0.0
09-03-2018,709261,Stage 0,,0.0
09-03-2019,796292,Stage 0,17926.0,0.0
09-03-2020,117236,Stage 4,13332.0,3.0
09-04-2009,294268,Stage 0,,0.0
09-04-2010,182927,Stage 0,,0.0
09-04-2011,143470,Stage 0,,0.0
09-04-2012,282483,Stage 0,,0.0
09-04-2013,382490,Stage 0,,0.0
09-04-2014,480975,Stage 0,,0.0
09-04-2015,650902,Stage 0,,0.0
09-04-2016,471979,Stage 0,,0.0
09-04-2017,504647,Stage 0,,0.0
09-04-2018,769778,Stage 0,,0.0
09-04-2019,780565,Stage 0,18997.0,0.0
09-04-2020,126235,Stage 4,14290.0,9.0
09-05-2009,207873,Stage 0,,0.0
09-05-2010,140915,Stage 0,,0.0
09-05-2011,250824,Stage 0,,0.0
09-05-2012,269992,Stage 0,,0.0
09-05-2013,360976,Stage 0,,0.0
09-05-2014,565101,Stage 0,,0.0
09-05-2015,545985,Stage 0,,0.0
09-05-2016,604882,Stage 0,,0.0
09-05-2017,516970,Stage 0,,0.0
09-05-2018,792164,Stage 0,,0.0
09-05-2019,805749,Stage 0,21148.0,0.0
09-05-2020,127637,Stage 4,12573.0,7.0
09-06-2009,151450,Stage 0,,0.0
09-06-2010,245459,Stage 0,,0.0
09-06-2011,232594,Stage 0,,0.0
09-06-2012,272993,Stage 0,,0.0
09-06-2013,453315,Stage 0,,0.0
09-06-2014,457870,Stage 0,,0.0
09-06-2015,398715,Stage 0,,0.0
09-06-2016,635962,Stage 0,,0.0
09-06-2017,529974,Stage 0,,0.0
09-06-2018,774095,Stage 0,,0.0
09-06-2019,891940,Stage 0,14960.0,0.0
09-06-2020,124957,Stage 4,,3.0
09-07-2009,240703,Stage 0,,0.0
09-07-2010,259141,Stage 0,,0.0
09-07-2011,251472,Stage 0,,0.0
09-07-2012,311039,Stage 0,,0.0
09-07-2013,333137,Stage 0,,0.0
09-07-2014,355216,Stage 0,,0.0
09-07-2015,509763,Stage 0,,0.0
09-07-2016,673933,Stage 0,,0.0
09-07-2017,545018,Stage 0,,0.0
09-07-2018,938298,Stage 0,,0.0
09-07-2019,613002,Stage 0,21212.0,0.0
09-07-2020,121116,Stage 4,,140.0
09-08-2009,246007,Stage 0,,0.0
09-08-2010,271743,Stage 0,,0.0
09-08-2011,257530,Stage 0,,0.0
09-08-2012,221811,Stage 0,,0.0
09-08-2013,284875,Stage 0,,0.0
09-08-2014,425323,Stage 0,,0.0
09-08-2015,541648,Stage 0,,0.0
09-08-2016,668405,Stage 0,,0.0
09-08-2017,665810,Stage 0,,0.0
09-08-2018,703303,Stage 0,,0.0
09-08-2019,465220,Stage 0,22911.0,0.0
09-08-2020,104201,Stage 4,,288.0
09-09-2009,258660,Stage 0,,0.0
09-09-2010,274319,Stage 0,,0.0
09-09-2011,272907,Stage 0,,0.0
09-09-2012,182670,Stage 0,,0.0
09-09-2013,348933,Stage 0,,0.0
09-09-2014,408836,Stage 0,,0.0
09-09-2015,572380,Stage 0,,0.0
09-09-2016,707459,Stage 0,,0.0
09-09-2017,540443,Stage 0,,0.0
09-09-2018,528814,Stage 0,,0.0
09-09-2019,686046,Stage 0,21226.0,0.0
09-09-2020,121839,Stage 4,,47.0
09-10-2009,268028,Stage 0,,0.0
09-10-2010,304149,Stage 0,,0.0
09-10-2011,190805,Stage 0,,0.0
09-10-2012,270566,Stage 0,,0.0
09-10-2013,355490,Stage 0,,0.0
09-10-2014,449286,Stage 0,,0.0
09-10-2015,633522,Stage 0,,0.0
09-10-2016,559170,Stage 0,,0.0
09-10-2017,455550,Stage 0,,0.0
09-10-2018,737695,Stage 0,,0.0
09-10-2019,740234,Stage 0,24250.0,0.0
09-10-2020,134671,Stage 4,,13.0
09-11-2009,311140,Stage 0,,0.0
09-11-2010,213063,Stage 0,,0.0
09-11-2011,147127,Stage 0,,0.0
09-11-2012,280715,Stage 0,,0.0
09-11-2013,371525,Stage 0,,0.0
