,Pedestrians_Count,Lockdown_Stage,Vehicle_Count,Covid_Cases
14-05-2013,266423,Stage 0,,0.0
14-05-2014,445862,Stage 0,,0.0
14-05-2015,567567,Stage 0,,0.0
14-05-2016,674512,Stage 0,,0.0
14-05-2017,454015,Stage 0,,0.0
14-05-2018,662189,Stage 0,,0.0
14-05-2019,714440,Stage 0,20166.0,0.0
14-05-2020,204745,Stage 3,16330.0,13.0
14-05-2021,388402,Stage 0,,0.0
14-06-2009,155088,Stage 0,,0.0
14-06-2010,174575,Stage 0,,0.0
14-06-2011,250756,Stage 0,,0.0
14-06-2012,283464,Stage 0,,0.0
14-06-2013,306154,Stage 0,,0.0
14-06-2014,409286,Stage 0,,0.0
14-06-2015,423527,Stage 0,,0.0
14-06-2016,579709,Stage 0,,0.0
14-06-2017,548934,Stage 0,,0.0
14-06-2018,675922,Stage 0,,0.0
14-06-2019,856939,Stage 0,22469.0,0.0
14-06-2020,273561,Stage 3,,10.0
14-07-2009,258612,Stage 0,,0.0
14-07-2010,261520,Stage 0,,0.0
14-07-2011,275836,Stage 0,,0.0
14-07-2012,255310,Stage 0,,0.0
14-07-2013,170627,Stage 0,,0.0
14-07-2014,425764,Stage 0,,0.0
14-07-2015,487003,Stage 0,,0.0
14-07-2016,675597,Stage 0,,0.0
14-07-2017,679518,Stage 0,,0.0
14-07-2018,725447,Stage 0,,0.0
14-07-2019,459148,Stage 0,15044.0,0.0
14-07-2020,171574,Stage 3,,214.0
14-08-2009,332630,Stage 0,,0.0
14-08-2010,218310,Stage 0,,0.0
14-08-2011,181844,Stage 0,,0.0
14-08-2012,265521,Stage 0,,0.0
14-08-2013,246283,Stage 0,,0.0
14-08-2014,483652,Stage 0,,0.0
14-08-2015,627460,Stage 0,,0.0
14-08-2016,568123,Stage 0,,0.0
14-08-2017,586612,Stage 0,,0.0
14-08-2018,749846,Stage 0,,0.0
14-08-2019,810382,Stage 0,22278.0,0.0
14-08-2020,90715,Stage 4,,283.0
14-09-2009,255271,Stage 0,,0.0
14-09-2010,269978,Stage 0,,0.0
14-09-2011,244236,Stage 0,,0.0
14-09-2012,308166,Stage 0,,0.0
14-09-2013,317609,Stage 0,,0.0
14-09-2014,344084,Stage 0,,0.0
14-09-2015,578139,Stage 0,,0.0
14-09-2016,622864,Stage 0,,0.0
14-09-2017,610491,Stage 0,,0.0
14-09-2018,941484,Stage 0,,0.0
14-09-2019,707891,Stage 0,21662.0,0.0
14-09-2020,125292,Stage 4,,39.0
14-10-2009,253166,Stage 0,,0.0
14-10-2010,283035,Stage 0,,0.0
14-10-2011,314707,Stage 0,,0.0
14-10-2012,243713,Stage 0,,0.0
14-10-2013,384800,Stage 0,,0.0
14-10-2014,456761,Stage 0,,0.0
14-10-2015,607247,Stage 0,,0.0
14-10-2016,713823,Stage 0,,0.0
14-10-2017,684670,Stage 0,,0.0
14-10-2018,593667,Stage 0,,0.0
14-10-2019,793265,Stage 0,22054.0,0.0
14-10-2020,154291,Stage 4,,6.0
14-11-2009,249520,Stage 0,,0.0
14-11-2010,156092,Stage 0,,0.0
14-11-2011,261243,Stage 0,,0.0
14-11-2012,301070,Stage 0,,0.0
14-11-2013,470039,Stage 0,,0.0
14-11-2014,581694,Stage 0,,0.0
14-11-2015,597169,Stage 0,,0.0
14-11-2016,540300,Stage 0,,0.0
14-11-2017,728995,Stage 0,,0.0
14-11-2018,732007,Stage 0,,0.0
14-11-2019,910529,Stage 0,24294.0,0.0
14-11-2020,436497,Stage 2,,0.0
14-12-2009,309219,Stage 0,,0.0
14-12-2010,305137,Stage 0,,0.0
14-12-2011,307048,Stage 0,,0.0
14-12-2012,348391,Stage 0,,0.0
14-12-2013,496673,Stage 0,,0.0
14-12-2014,409057,Stage 0,,0.0
14-12-2015,673310,Stage 0,,0.0
14-12-2016,655230,Stage 0,,0.0
14-12-2017,829057,Stage 0,,0.0
14-12-2018,828372,Stage 0,,0.0
14-12-2019,813339,Stage 0,22739.0,0.0
14-12-2020,366040,Stage 0,,0.0
15-01-2010,306800,Stage 0,,0.0
15-01-2011,199129,Stage 0,,0.0
15-01-2012,233303,Stage 0,,0.0
15-01-2013,296577,Stage 0,,0.0
15-01-2014,428851,Stage 0,,0.0
15-01-2015,484780,Stage 0,,0.0
15-01-2016,724970,Stage 0,,0.0
15-01-2017,465708,Stage 0,,0.0
15-01-2018,718848,Stage 0,,0.0
15-01-2019,638897,Stage 0,14560.0,0.0
15-01-2020,678680,Stage 0,21790.0,0.0
15-01-2021,392440,Stage 0,,0.0
15-02-2010,287885,Stage 0,,0.0
15-02-2011,254401,Stage 0,,0.0
15-02-2012,300199,Stage 0,,0.0
15-02-2013,345519,Stage 0,,0.0
15-02-2014,466500,Stage 0,,0.0
15-02-2015,458469,Stage 0,,0.0
15-02-2016,659351,Stage 0,,0.0
15-02-2017,574688,Stage 0,,0.0
15-02-2018,817489,Stage 0,,0.0
15-02-2019,827756,Stage 0,19158.0,0.0
15-02-2020,594842,Stage 0,20548.0,0.0
15-02-2021,123471,Stage 4,,2.0
15-03-2010,284687,Stage 0,,0.0
15-03-2011,270319,Stage 0,,0.0
15-03-2012,313306,Stage 0,,0.0
15-03-2013,354522,Stage 0,,0.0
15-03-2014,456541,Stage 0,,0.0
15-03-2015,490759,Stage 0,,0.0
15-03-2016,671662,Stage 0,,0.0
15-03-2017,536590,Stage 0,,0.0
15-03-2018,795874,Stage 0,,0.0
15-03-2019,949305,Stage 0,20755.0,0.0
15-03-2020,483823,Stage 0,16977.0,5.0
15-03-2021,430529,Stage 3,,0.0
15-04-2010,305700,Stage 0,,0.0
15-04-2011,361336,Stage 0,,0.0
15-04-2012,210494,Stage 0,,0.0
15-04-2013,263882,Stage 0,,0.0
15-04-2014,561766,Stage 0,,0.0
15-04-2015,629175,Stage 0,,0.0
15-04-2016,881389,Stage 0,,0.0
15-04-2017,539783,Stage 0,,0.0
15-04-2018,531138,Stage 0,,0.0
15-04-2019,817047,Stage 0,18501.0,0.0
15-04-2020,140878,Stage 3,12864.0,5.0
15-04-2021,650094,Stage 3,,0.0
15-05-2009,290267,Stage 0,,0.0
15-05-2010,218893,Stage 0,,0.0
15-05-2011,165084,Stage 0,,0.0
15-05-2012,292108,Stage 0,,0.0
15-05-2013,257522,Stage 0,,0.0
15-05-2014,469165,Stage 0,,0.0
15-05-2015,665396,Stage 0,,0.0
15-05-2016,527120,Stage 0,,0.0
15-05-2017,510207,Stage 0,,0.0
15-05-2018,664186,Stage 0,,0.0
15-05-2019,715327,Stage 0,20600.0,0.0
15-05-2020,220671,Stage 3,17499.0,12.0
15-05-2021,383653,Stage 0,,0.0
15-06-2009,245724,Stage 0,,0.0
15-06-2010,247024,Stage 0,,0.0
15-06-2011,269252,Stage 0,,0.0
15-06-2012,336699,Stage 0,,0.0
15-06-2013,223468,Stage 0,,0.0
15-06-2014,346347,Stage 0,,0.0
15-06-2015,551739,Stage 0,,0.0
15-06-2016,618458,Stage 0,,0.0
15-06-2017,558423,Stage 0,,0.0
15-06-2018,724422,Stage 0,,0.0
15-06-2019,711919,Stage 0,20332.0,0.0
15-06-2020,274560,Stage 3,,7.0
15-07-2009,275165,Stage 0,,0.0
15-07-2010,282842,Stage 0,,0.0
15-07-2011,317590,Stage 0,,0.0
15-07-2012,230379,Stage 0,,0.0
15-07-2013,255697,Stage 0,,0.0
15-07-2014,423664,Stage 0,,0.0
15-07-2015,553158,Stage 0,,0.0
15-07-2016,786006,Stage 0,,0.0
15-07-2017,574596,Stage 0,,0.0
15-07-2018,566742,Stage 0,,0.0
15-07-2019,668542,Stage 0,20678.0,0.0
15-07-2020,171848,Stage 3,,289.0
15-08-2009,225880,Stage 0,,0.0
15-08-2010,173793,Stage 0,,0.0
15-08-2011,234562,Stage 0,,0.0
15-08-2012,280447,Stage 0,,0.0
15-08-2013,274546,Stage 0,,0.0
15-08-2014,588692,Stage 0,,0.0
15-08-2015,579764,Stage 0,,0.0
15-08-2016,632880,Stage 0,,0.0
15-08-2017,565622,Stage 0,,0.0
15-08-2018,758640,Stage 0,,0.0
15-08-2019,814376,Stage 0,22300.0,0.0
15-08-2020,112778,Stage 4,,248.0
15-09-2009,270983,Stage 0,,0.0
15-09-2010,264183,Stage 0,,0.0
15-09-2011,263075,Stage 0,,0.0
15-09-2012,233753,Stage 0,,0.0
15-09-2013,285887,Stage 0,,0.0
15-09-2014,424416,Stage 0,,0.0
15-09-2015,549311,Stage 0,,0.0
15-09-2016,611888,Stage 0,,0.0
15-09-2017,667928,Stage 0,,0.0
15-09-2018,563598,Stage 0,,0.0
15-09-2019,477097,Stage 0,16685.0,0.0
15-09-2020,137219,Stage 4,,37.0
15-10-2009,260041,Stage 0,,0.0
15-10-2010,250606,Stage 0,,0.0
15-10-2011,190698,Stage 0,,0.0
15-10-2012,290295,Stage 0,,0.0
15-10-2013,434985,Stage 0,,0.0
15-10-2014,485502,Stage 0,,0.0
15-10-2015,609690,Stage 0,,0.0
15-10-2016,542013,Stage 0,,0.0
15-10-2017,609065,Stage 0,,0.0
15-10-2018,691739,Stage 0,,0.0
15-10-2019,828278,Stage 0,23914.0,0.0
15-10-2020,124895,Stage 4,,2.0
15-11-2009,193202,Stage 0,,0.0
15-11-2010,242464,Stage 0,,0.0
15-11-2011,266078,Stage 0,,0.0
15-11-2012,308507,Stage 0,,0.0
15-11-2013,540968,Stage 0,,0.0
15-11-2014,448762,Stage 0,,0.0
15-11-2015,540609,Stage 0,,0.0
15-11-2016,595708,Stage 0,,0.0
15-11-2017,753974,Stage 0,,0.0
15-11-2018,813915,Stage 0,,0.0
15-11-2019,1006649,Stage 0,24174.0,0.0
15-11-2020,300190,Stage 2,,0.0
15-12-2009,319999,Stage 0,,0.0
15-12-2010,290270,Stage 0,,0.0
15-12-2011,310095,Stage 0,,0.0
15-12-2012,275682,Stage 0,,0.0
15-12-2013,388048,Stage 0,,0.0
15-12-2014,486480,Stage 0,,0.0
15-12-2015,690976,Stage 0,,0.0
15-12-2016,691219,Stage 0,,0.0
15-12-2017,943607,Stage 0,,0.0
15-12-2018,687881,Stage 0,,0.0
15-12-2019,714535,Stage 0,17915.0,0.0
15-12-2020,378222,Stage 0,,0.0
16-01-2010,188927,Stage 0,,0.0
16-01-2011,225298,Stage 0,,0.0
16-01-2012,293426,Stage 0,,0.0
16-01-2013,321899,Stage 0,,0.0
16-01-2014,397916,Stage 0,,0.0
16-01-2015,578750,Stage 0,,0.0
16-01-2016,589346,Stage 0,,0.0
16-01-2017,543821,Stage 0,,0.0
16-01-2018,805776,Stage 0,,0.0
16-01-2019,676692,Stage 0,16548.0,0.0
16-01-2020,826978,Stage 0,22669.0,0.0
16-01-2021,455543,Stage 0,,0.0
16-02-2010,288492,Stage 0,,0.0
16-02-2011,259621,Stage 0,,0.0
16-02-2012,287443,Stage 0,,0.0
16-02-2013,250287,Stage 0,,0.0
16-02-2014,385121,Stage 0,,0.0
16-02-2015,522039,Stage 0,,0.0
16-02-2016,640697,Stage 0,,0.0
16-02-2017,565850,Stage 0,,0.0
16-02-2018,922653,Stage 0,,0.0
16-02-2019,632223,Stage 0,17519.0,0.0
16-02-2020,582700,Stage 0,16119.0,0.0
16-02-2021,121527,Stage 4,,0.0
16-03-2010,287455,Stage 0,,0.0
16-03-2011,277212,Stage 0,,0.0
16-03-2012,352472,Stage 0,,0.0
16-03-2013,234152,Stage 0,,0.0
16-03-2014,439257,Stage 0,,0.0
16-03-2015,594026,Stage 0,,0.0
16-03-2016,703152,Stage 0,,0.0
16-03-2017,552435,Stage 0,,0.0
16-03-2018,900585,Stage 0,,0.0
16-03-2019,726951,Stage 0,19518.0,0.0
16-03-2020,687934,Stage 0,22117.0,17.0
16-03-2021,443325,Stage 3,,0.0
16-04-2010,356792,Stage 0,,0.0
16-04-2011,245934,Stage 0,,0.0
16-04-2012,296079,Stage 0,,0.0
16-04-2013,296737,Stage 0,,0.0
16-04-2014,571524,Stage 0,,0.0
16-04-2015,648782,Stage 0,,0.0
16-04-2016,668218,Stage 0,,0.0
16-04-2017,472596,Stage 0,,0.0
16-04-2018,702178,Stage 0,,0.0
16-04-2019,836714,Stage 0,18846.0,0.0
16-04-2020,141992,Stage 3,13286.0,6.0
16-04-2021,742916,Stage 3,,0.0
16-05-2009,181023,Stage 0,,0.0
16-05-2010,179733,Stage 0,,0.0
16-05-2011,248722,Stage 0,,0.0
16-05-2012,294010,Stage 0,,0.0
16-05-2013,263694,Stage 0,,0.0
16-05-2014,556618,Stage 0,,0.0
16-05-2015,556646,Stage 0,,0.0
16-05-2016,644614,Stage 0,,0.0
16-05-2017,540831,Stage 0,,0.0
16-05-2018,692178,Stage 0,,0.0
16-05-2019,712607,Stage 0,20458.0,0.0
16-05-2020,243777,Stage 3,14269.0,4.0
16-05-2021,298710,Stage 0,,0.0
16-06-2009,249053,Stage 0,,0.0
16-06-2010,248752,Stage 0,,0.0
16-06-2011,271215,Stage 0,,0.0
16-06-2012,229651,Stage 0,,0.0
16-06-2013,166170,Stage 0,,0.0
16-06-2014,415322,Stage 0,,0.0
16-06-2015,563991,Stage 0,,0.0
16-06-2016,584295,Stage 0,,0.0
16-06-2017,658843,Stage 0,,0.0
16-06-2018,643543,Stage 0,,0.0
16-06-2019,518919,Stage 0,15496.0,0.0
16-06-2020,269431,Stage 3,,13.0
16-07-2009,284946,Stage 0,,0.0
16-07-2010,325467,Stage 0,,0.0
16-07-2011,214837,Stage 0,,0.0
16-07-2012,280576,Stage 0,,0.0
16-07-2013,262095,Stage 0,,0.0
16-07-2014,455540,Stage 0,,0.0
16-07-2015,576055,Stage 0,,0.0
16-07-2016,694441,Stage 0,,0.0
16-07-2017,406334,Stage 0,,0.0
16-07-2018,685796,Stage 0,,0.0
16-07-2019,697076,Stage 0,21753.0,0.0
16-07-2020,166468,Stage 3,,370.0
16-08-2009,152753,Stage 0,,0.0
16-08-2010,245959,Stage 0,,0.0
16-08-2011,249350,Stage 0,,0.0
16-08-2012,295642,Stage 0,,0.0
16-08-2013,327476,Stage 0,,0.0
16-08-2014,458160,Stage 0,,0.0
16-08-2015,450525,Stage 0,,0.0
16-08-2016,646232,Stage 0,,0.0
16-08-2017,600683,Stage 0,,0.0
16-08-2018,777417,Stage 0,,0.0
16-08-2019,859268,Stage 0,22688.0,0.0
16-08-2020,92176,Stage 4,,249.0
16-09-2009,277782,Stage 0,,0.0
16-09-2010,272148,Stage 0,,0.0
16-09-2011,304809,Stage 0,,0.0
16-09-2012,185460,Stage 0,,0.0
16-09-2013,329777,Stage 0,,0.0
16-09-2014,406222,Stage 0,,0.0
16-09-2015,592421,Stage 0,,0.0
16-09-2016,785093,Stage 0,,0.0
16-09-2017,542549,Stage 0,,0.0
16-09-2018,524743,Stage 0,,0.0
16-09-2019,716250,Stage 0,22429.0,0.0
16-09-2020,135269,Stage 4,,25.0
16-10-2009,307302,Stage 0,,0.0
16-10-2010,182468,Stage 0,,0.0
16-10-2011,140704,Stage 0,,0.0
16-10-2012,269175,Stage 0,,0.0
16-10-2013,449874,Stage 0,,0.0
16-10-2014,498583,Stage 0,,0.0
16-10-2015,663558,Stage 0,,0.0
16-10-2016,444736,Stage 0,,0.0
16-10-2017,645915,Stage 0,,0.0
16-10-2018,658056,Stage 0,,0.0
16-10-2019,788110,Stage 0,23982.0,0.0
16-10-2020,141843,Stage 4,,1.0
16-11-2009,285992,Stage 0,,0.0
16-11-2010,257701,Stage 0,,0.0
16-11-2011,274877,Stage 0,,0.0
16-11-2012,351967,Stage 0,,0.0
16-11-2013,436089,Stage 0,,0.0
16-11-2014,352013,Stage 0,,0.0
16-11-2015,652123,Stage 0,,0.0
16-11-2016,634224,Stage 0,,0.0
16-11-2017,735935,Stage 0,,0.0
16-11-2018,936028,Stage 0,,0.0
16-11-2019,784745,Stage 0,22259.0,0.0
16-11-2020,257361,Stage 2,,0.0
16-12-2009,288471,Stage 0,,0.0
16-12-2010,312977,Stage 0,,0.0
16-12-2011,336342,Stage 0,,0.0
16-12-2012,226731,Stage 0,,0.0
16-12-2013,466220,Stage 0,,0.0
16-12-2014,491162,Stage 0,,0.0
16-12-2015,734011,Stage 0,,0.0
16-12-2016,761279,Stage 0,,0.0
16-12-2017,767175,Stage 0,,0.0
16-12-2018,536929,Stage 0,,0.0
16-12-2019,872395,Stage 0,22509.0,0.0
16-12-2020,463787,Stage 0,,0.0
17-01-2010,171239,Stage 0,,0.0
17-01-2011,263896,Stage 0,,0.0
17-01-2012,272399,Stage 0,,0.0
17-01-2013,284208,Stage 0,,0.0
17-01-2014,444935,Stage 0,,0.0
17-01-2015,441219,Stage 0,,0.0
17-01-2016,550697,Stage 0,,0.0
17-01-2017,526535,Stage 0,,0.0
17-01-2018,797930,Stage 0,,0.0
17-01-2019,702195,Stage 0,17671.0,0.0
17-01-2020,925091,Stage 0,23141.0,0.0
17-01-2021,419829,Stage 0,,0.0
17-02-2010,293812,Stage 0,,0.0
17-02-2011,269734,Stage 0,,0.0
17-02-2012,361120,Stage 0,,0.0
17-02-2013,200455,Stage 0,,0.0
17-02-2014,494656,Stage 0,,0.0
17-02-2015,554552,Stage 0,,0.0
17-02-2016,682152,Stage 0,,0.0
17-02-2017,640067,Stage 0,,0.0
17-02-2018,989404,Stage 0,,0.0
17-02-2019,556786,Stage 0,13086.0,0.0
17-02-2020,837995,Stage 0,21584.0,0.0
17-02-2021,123303,Stage 4,,0.0
17-03-2010,295939,Stage 0,,0.0
17-03-2011,281651,Stage 0,,0.0
17-03-2012,272643,Stage 0,,0.0
17-03-2013,201283,Stage 0,,0.0
17-03-2014,508714,Stage 0,,0.0
17-03-2015,579477,Stage 0,,0.0
17-03-2016,724483,Stage 0,,0.0
17-03-2017,665697,Stage 0,,0.0
17-03-2018,741713,Stage 0,,0.0
17-03-2019,582610,Stage 0,15124.0,0.0
17-03-2020,605226,Stage 0,22155.0,37.0
17-03-2021,478918,Stage 3,,0.0
17-04-2010,247775,Stage 0,,0.0
17-04-2011,256164,Stage 0,,0.0
17-04-2012,315332,Stage 0,,0.0
17-04-2013,302551,Stage 0,,0.0
17-04-2014,629844,Stage 0,,0.0
17-04-2015,703342,Stage 0,,0.0
17-04-2016,570963,Stage 0,,0.0
17-04-2017,401430,Stage 0,,0.0
17-04-2018,783506,Stage 0,,0.0
17-04-2019,814122,Stage 0,20219.0,0.0
17-04-2020,147498,Stage 3,14170.0,7.0
17-04-2021,746269,Stage 3,,0.0
17-05-2009,159279,Stage 0,,0.0
17-05-2010,258172,Stage 0,,0.0
17-05-2011,261684,Stage 0,,0.0
17-05-2012,308493,Stage 0,,0.0
17-05-2013,319341,Stage 0,,0.0
17-05-2014,470738,Stage 0,,0.0
17-05-2015,468310,Stage 0,,0.0
17-05-2016,661532,Stage 0,,0.0
17-05-2017,572565,Stage 0,,0.0
17-05-2018,698288,Stage 0,,0.0
17-05-2019,835289,Stage 0,21119.0,0.0
17-05-2020,209891,Stage 3,11542.0,2.0
17-05-2021,283402,Stage 0,,0.0
17-06-2009,263971,Stage 0,,0.0
17-06-2010,250933,Stage 0,,0.0
17-06-2011,300814,Stage 0,,0.0
17-06-2012,170630,Stage 0,,0.0
17-06-2013,230230,Stage 0,,0.0
17-06-2014,453051,Stage 0,,0.0
17-06-2015,635634,Stage 0,,0.0
17-06-2016,661837,Stage 0,,0.0
17-06-2017,519084,Stage 0,,0.0
17-06-2018,378360,Stage 0,,0.0
17-06-2019,705515,Stage 0,20336.0,0.0
17-06-2020,291197,Stage 3,,16.0
17-07-2009,320282,Stage 0,,0.0
17-07-2010,226341,Stage 0,,0.0
17-07-2011,163260,Stage 0,,0.0
17-07-2012,289987,Stage 0,,0.0
17-07-2013,274534,Stage 0,,0.0
17-07-2014,422535,Stage 0,,0.0
17-07-2015,644910,Stage 0,,0.0
17-07-2016,555681,Stage 0,,0.0
17-07-2017,523005,Stage 0,,0.0
17-07-2018,699900,Stage 0,,0.0
17-07-2019,707474,Stage 0,22133.0,0.0
17-07-2020,165596,Stage 3,,199.0
17-08-2009,259732,Stage 0,,0.0
17-08-2010,260767,Stage 0,,0.0
17-08-2011,237224,Stage 0,,0.0
17-08-2012,323314,Stage 0,,0.0
17-08-2013,238529,Stage 0,,0.0
17-08-2014,374965,Stage 0,,0.0
17-08-2015,481734,Stage 0,,0.0
17-08-2016,633978,Stage 0,,0.0
17-08-2017,575320,Stage 0,,0.0
17-08-2018,913125,Stage 0,,0.0
17-08-2019,803517,Stage 0,20423.0,0.0
17-08-2020,100378,Stage 4,,203.0
17-09-2009,242964,Stage 0,,0.0
17-09-2010,309711,Stage 0,,0.0
17-09-2011,197490,Stage 0,,0.0
17-09-2012,255918,Stage 0,,0.0
17-09-2013,374181,Stage 0,,0.0
17-09-2014,436310,Stage 0,,0.0
17-09-2015,571835,Stage 0,,0.0
17-09-2016,627683,Stage 0,,0.0
17-09-2017,520078,Stage 0,,0.0
17-09-2018,751041,Stage 0,,0.0
17-09-2019,719355,Stage 0,22464.0,0.0
17-09-2020,120741,Stage 4,,44.0
17-10-2009,203353,Stage 0,,0.0
17-10-2010,154837,Stage 0,,0.0
17-10-2011,245725,Stage 0,,0.0
17-10-2012,283280,Stage 0,,0.0
17-10-2013,430113,Stage 0,,0.0
17-10-2014,576630,Stage 0,,0.0
17-10-2015,575503,Stage 0,,0.0
17-10-2016,543250,Stage 0,,0.0
17-10-2017,684129,Stage 0,,0.0
17-10-2018,723569,Stage 0,,0.0
17-10-2019,781214,Stage 0,24482.0,0.0
17-10-2020,132910,Stage 4,,2.0
17-11-2009,289181,Stage 0,,0.0
17-11-2010,284048,Stage 0,,0.0
17-11-2011,294297,Stage 0,,0.0
17-11-2012,256977,Stage 0,,0.0
17-11-2013,436311,Stage 0,,0.0
17-11-2014,477641,Stage 0,,0.0
17-11-2015,649510,Stage 0,,0.0
17-11-2016,695865,Stage 0,,0.0
17-11-2017,945058,Stage 0,,0.0
17-11-2018,723541,Stage 0,,0.0
17-11-2019,666196,Stage 0,17351.0,0.0
17-11-2020,287853,Stage 2,,0.0
17-12-2009,293286,Stage 0,,0.0
17-12-2010,323991,Stage 0,,0.0
17-12-2011,219794,Stage 0,,0.0
17-12-2012,328239,Stage 0,,0.0
17-12-2013,497033,Stage 0,,0.0
17-12-2014,567776,Stage 0,,0.0
17-12-2015,687276,Stage 0,,0.0
17-12-2016,578366,Stage 0,,0.0
17-12-2017,655180,Stage 0,,0.0
17-12-2018,749603,Stage 0,,0.0
17-12-2019,899134,Stage 0,23717.0,0.0
17-12-2020,460825,Stage 0,,0.0
18-01-2010,252620,Stage 0,,0.0
18-01-2011,270382,Stage 0,,0.0
18-01-2012,304423,Stage 0,,0.0
18-01-2013,328846,Stage 0,,0.0
18-01-2014,450585,Stage 0,,0.0
18-01-2015,434167,Stage 0,,0.0
18-01-2016,629602,Stage 0,,0.0
18-01-2017,600457,Stage 0,,0.0
18-01-2018,697489,Stage 0,,0.0
18-01-2019,784846,Stage 0,17633.0,0.0
18-01-2020,748440,Stage 0,20920.0,0.0
18-01-2021,377417,Stage 0,,0.0
18-02-2010,299870,Stage 0,,0.0
18-02-2011,300497,Stage 0,,0.0
18-02-2012,275817,Stage 0,,0.0
18-02-2013,268401,Stage 0,,0.0
18-02-2014,500317,Stage 0,,0.0
18-02-2015,629421,Stage 0,,0.0
18-02-2016,707372,Stage 0,,0.0
18-02-2017,634328,Stage 0,,0.0
18-02-2018,872102,Stage 0,,0.0
18-02-2019,689073,Stage 0,17393.0,0.0
18-02-2020,717675,Stage 0,22414.0,0.0
18-02-2021,315466,Stage 3,,3.0
18-03-2010,298086,Stage 0,,0.0
18-03-2011,305916,Stage 0,,0.0
18-03-2012,228949,Stage 0,,0.0
18-03-2013,295653,Stage 0,,0.0
18-03-2014,507935,Stage 0,,0.0
18-03-2015,613218,Stage 0,,0.0
18-03-2016,730517,Stage 0,,0.0
18-03-2017,534489,Stage 0,,0.0
18-03-2018,664634,Stage 0,,0.0
18-03-2019,785420,Stage 0,19377.0,0.0
18-03-2020,508208,Stage 0,21792.0,23.0
18-03-2021,493119,Stage 3,,0.0
18-04-2010,195993,Stage 0,,0.0
18-04-2011,290128,Stage 0,,0.0
18-04-2012,321816,Stage 0,,0.0
18-04-2013,298351,Stage 0,,0.0
18-04-2014,359672,Stage 0,,0.0
18-04-2015,558398,Stage 0,,0.0
18-04-2016,677515,Stage 0,,0.0
18-04-2017,563015,Stage 0,,0.0
18-04-2018,797086,Stage 0,,0.0
18-04-2019,901530,Stage 0,20451.0,0.0
18-04-2020,134233,Stage 3,12067.0,10.0
18-04-2021,539530,Stage 3,,0.0
18-05-2009,241340,Stage 0,,0.0
18-05-2010,270488,Stage 0,,0.0
18-05-2011,258135,Stage 0,,0.0
18-05-2012,362338,Stage 0,,0.0
18-05-2013,246670,Stage 0,,0.0
18-05-2014,378082,Stage 0,,0.0
18-05-2015,566187,Stage 0,,0.0
18-05-2016,694125,Stage 0,,0.0
18-05-2017,577407,Stage 0,,0.0
18-05-2018,785155,Stage 0,,0.0
18-05-2019,669255,Stage 0,19405.0,0.0
18-05-2020,212654,Stage 3,15494.0,6.0
18-05-2021,315072,Stage 0,,0.0
18-06-2009,277093,Stage 0,,0.0
18-06-2010,312317,Stage 0,,0.0
18-06-2011,219299,Stage 0,,0.0
18-06-2012,266878,Stage 0,,0.0
18-06-2013,247936,Stage 0,,0.0
18-06-2014,463445,Stage 0,,0.0
18-06-2015,612668,Stage 0,,0.0
18-06-2016,558896,Stage 0,,0.0
18-06-2017,396715,Stage 0,,0.0
18-06-2018,628283,Stage 0,,0.0
18-06-2019,666366,Stage 0,21797.0,0.0
18-06-2020,309546,Stage 3,,12.0
18-07-2009,210954,Stage 0,,0.0
18-07-2010,173404,Stage 0,,0.0
18-07-2011,239470,Stage 0,,0.0
18-07-2012,284707,Stage 0,,0.0
18-07-2013,267438,Stage 0,,0.0
18-07-2014,487405,Stage 0,,0.0
18-07-2015,620441,Stage 0,,0.0
18-07-2016,635296,Stage 0,,0.0
18-07-2017,540192,Stage 0,,0.0
18-07-2018,763353,Stage 0,,0.0
18-07-2019,755984,Stage 0,22016.0,0.0
18-07-2020,134137,Stage 3,,321.0
18-08-2009,263608,Stage 0,,0.0
18-08-2010,247698,Stage 0,,0.0
18-08-2011,255760,Stage 0,,0.0
18-08-2012,237582,Stage 0,,0.0
18-08-2013,172488,Stage 0,,0.0
18-08-2014,400047,Stage 0,,0.0
18-08-2015,497840,Stage 0,,0.0
18-08-2016,685000,Stage 0,,0.0
18-08-2017,617533,Stage 0,,0.0
18-08-2018,625057,Stage 0,,0.0
18-08-2019,568923,Stage 0,15896.0,0.0
18-08-2020,105484,Stage 4,,199.0
18-09-2009,320215,Stage 0,,0.0
18-09-2010,202070,Stage 0,,0.0
18-09-2011,163477,Stage 0,,0.0
18-09-2012,248112,Stage 0,,0.0
18-09-2013,354191,Stage 0,,0.0
18-09-2014,445269,Stage 0,,0.0
18-09-2015,690363,Stage 0,,0.0
18-09-2016,446666,Stage 0,,0.0
18-09-2017,603385,Stage 0,,0.0
18-09-2018,745728,Stage 0,,0.0
18-09-2019,755497,Stage 0,23387.0,0.0
18-09-2020,134425,Stage 4,,19.0
18-10-2009,172549,Stage 0,,0.0
18-10-2010,247934,Stage 0,,0.0
18-10-2011,255645,Stage 0,,0.0
18-10-2012,312189,Stage 0,,0.0
18-10-2013,548630,Stage 0,,0.0
18-10-2014,441406,Stage 0,,0.0
18-10-2015,503192,Stage 0,,0.0
18-10-2016,519380,Stage 0,,0.0
18-10-2017,677324,Stage 0,,0.0
18-10-2018,733057,Stage 0,,0.0
18-10-2019,952819,Stage 0,24082.0,0.0
18-10-2020,129324,Stage 3,,3.0
18-11-2009,297302,Stage 0,,0.0
