bay_id,st_marker_id,status,location,lat,lon
3867,C5630,Unoccupied,"(-37.8069915685774, 144.95495075596412)",-37.8069915685774,144.95495075596412
1264,4456E,Present,"(-37.8138551724101, 144.95468997104118)",-37.8138551724101,144.95468997104118
6191,13272N,Unoccupied,"(-37.82018292396344, 144.94229570425165)",-37.82018292396344,144.94229570425165
5855,C9122,Unoccupied,"(-37.79840475600588, 144.96477329313018)",-37.79840475600588,144.96477329313018
5882,12912N,Present,"(-37.798385444199326, 144.96544383522328)",-37.798385444199326,144.96544383522328
5485,11893W,Unoccupied,"(-37.81038929005085, 144.97810865200915)",-37.81038929005085,144.97810865200915
8962,7857W,Unoccupied,"(-37.82661459712314, 144.97110095206216)",-37.82661459712314,144.97110095206216
6156,C13726,Unoccupied,"(-37.820079544481956, 144.94295514316474)",-37.820079544481956,144.94295514316474
1499,1855S,Unoccupied,"(-37.8188935432935, 144.95901867240218)",-37.8188935432935,144.95901867240218
4356,C7142,Unoccupied,"(-37.80846791484835, 144.9525733452055)",-37.80846791484835,144.9525733452055
5554,12041W,Present,"(-37.812567426593496, 144.98306706076198)",-37.812567426593496,144.98306706076198
3277,5836E,Unoccupied,"(-37.80664488599042, 144.9535424004917)",-37.80664488599042,144.9535424004917
5603,12225S,Present,"(-37.80946965054932, 144.97412757656707)",-37.80946965054932,144.97412757656707
3255,5808E,Unoccupied,"(-37.80703702449419, 144.95347330563334)",-37.80703702449419,144.95347330563334
2660,10167W,Unoccupied,"(-37.80440418442524, 144.9492897972084)",-37.80440418442524,144.9492897972084
8980,7893W,Present,"(-37.82519546863071, 144.9707016868202)",-37.82519546863071,144.9707016868202
3253,5806E,Unoccupied,"(-37.80706021886858, 144.9534691810597)",-37.80706021886858,144.9534691810597
8318,12066E,Present,"(-37.80948443822311, 144.98381797003572)",-37.80948443822311,144.98381797003572
1294,4486E,Unoccupied,"(-37.81267387438292, 144.95414032864602)",-37.81267387438292,144.95414032864602
7064,4704Ea,Unoccupied,"(-37.804516364541406, 144.9589644045107)",-37.804516364541406,144.9589644045107
5687,12351S,Present,"(-37.810070441749716, 144.97979226021312)",-37.810070441749716,144.97979226021312
5607,12233S,Unoccupied,"(-37.8095064011665, 144.9744578243005)",-37.8095064011665,144.9744578243005
5543,12019W,Present,"(-37.813188546993985, 144.98296287078722)",-37.813188546993985,144.98296287078722
5149,9968N,Present,"(-37.82598176317008, 144.96717616789562)",-37.82598176317008,144.96717616789562
3257,5810E,Unoccupied,"(-37.80701382917928, 144.95347745313472)",-37.80701382917928,144.95347745313472
4380,C7194,Unoccupied,"(-37.80755608192737, 144.9529264961762)",-37.80755608192737,144.9529264961762
4400,C7234,Unoccupied,"(-37.807887745194996, 144.95224343121595)",-37.807887745194996,144.95224343121595
3565,7091S,Unoccupied,"(-37.80900153817465, 144.9534755228143)",-37.80900153817465,144.9534755228143
3284,5850E,Unoccupied,"(-37.806470560294805, 144.95357314589475)",-37.806470560294805,144.95357314589475
4374,C7182,Present,"(-37.80746605177896, 144.95311195589082)",-37.80746605177896,144.95311195589082
8898,C2976,Unoccupied,"(-37.812855584057786, 144.96024746530992)",-37.812855584057786,144.96024746530992
3623,7572N,Unoccupied,"(-37.80564432646193, 144.95469212813896)",-37.80564432646193,144.95469212813896
3267,5824E,Unoccupied,"(-37.80678413595104, 144.95351785207032)",-37.80678413595104,144.95351785207032
6749,6629S,Unoccupied,"(-37.80855847755369, 144.95941119429182)",-37.80855847755369,144.95941119429182
2573,C3136,Unoccupied,"(-37.81356954778103, 144.95785018805807)",-37.81356954778103,144.95785018805807
736,625W,Unoccupied,"(-37.80853715673083, 144.96882092561302)",-37.80853715673083,144.96882092561302
4384,C7202,Unoccupied,"(-37.807619066478324, 144.95279678011752)",-37.807619066478324,144.95279678011752
5733,12420N,Unoccupied,"(-37.810876946438654, 144.9777832199635)",-37.810876946438654,144.9777832199635
5418,11787W,Present,"(-37.81129498543278, 144.97542422097922)",-37.81129498543278,144.97542422097922
3863,C5622,Unoccupied,"(-37.80711601952778, 144.9549286868729)",-37.80711601952778,144.9549286868729
3386,6215W,Unoccupied,"(-37.80619898611389, 144.95093556067548)",-37.80619898611389,144.95093556067548
8967,7867W,Unoccupied,"(-37.82634663628231, 144.9710563444774)",-37.82634663628231,144.9710563444774
5405,11745W,Present,"(-37.81050471249243, 144.97533844521365)",-37.81050471249243,144.97533844521365
5414,11788E,Unoccupied,"(-37.8109708089936, 144.97558487670682)",-37.8109708089936,144.97558487670682
5401,11768E,Unoccupied,"(-37.80989306166771, 144.97572600869802)",-37.80989306166771,144.97572600869802
3858,C5612,Unoccupied,"(-37.80726545039158, 144.95490180880097)",-37.80726545039158,144.95490180880097
3516,6676N,Present,"(-37.80867892311177, 144.95830745188204)",-37.80867892311177,144.95830745188204
5420,11791W,Present,"(-37.8111814359484, 144.97544200658723)",-37.8111814359484,144.97544200658723
5358,8897W,Unoccupied,"(-37.82450433070958, 144.96163789794954)",-37.82450433070958,144.96163789794954
4297,C6930,Unoccupied,"(-37.80937230506347, 144.95599230220782)",-37.80937230506347,144.95599230220782
4367,C7168,Unoccupied,"(-37.807213873238794, 144.9536295182072)",-37.807213873238794,144.9536295182072
5713,12380N,Present,"(-37.81066931473525, 144.97587520912788)",-37.81066931473525,144.97587520912788
4285,C6906,Unoccupied,"(-37.809230374365704, 144.95587802590723)",-37.809230374365704,144.95587802590723
3811,C5458,Unoccupied,"(-37.807448011270026, 144.95443689661118)",-37.807448011270026,144.95443689661118
2352,3029S,Unoccupied,"(-37.81335965856133, 144.95889570156393)",-37.81335965856133,144.95889570156393
5352,8885W,Unoccupied,"(-37.824946075716575, 144.96111801948322)",-37.824946075716575,144.96111801948322
4370,C7174,Unoccupied,"(-37.80741375196129, 144.95321945888054)",-37.80741375196129,144.95321945888054
5251,11527S,Unoccupied,"(-37.81187876420586, 144.9519544585611)",-37.81187876420586,144.9519544585611
3682,7642N,Present,"(-37.80495149707501, 144.948431030418)",-37.80495149707501,144.948431030418
3348,6032E,Unoccupied,"(-37.80648440390729, 144.95214642968898)",-37.80648440390729,144.95214642968898
4373,C7180,Unoccupied,"(-37.80745302557375, 144.9531386804009)",-37.80745302557375,144.9531386804009
5241,11507S,Unoccupied,"(-37.811649605933354, 144.95276425119542)",-37.811649605933354,144.95276425119542
3642,7597S,Present,"(-37.80534515289085, 144.9503473572917)",-37.80534515289085,144.9503473572917
4182,C6634,Unoccupied,"(-37.80848825554097, 144.95931239714707)",-37.80848825554097,144.95931239714707
4290,C6916,Unoccupied,"(-37.80945131207706, 144.95597777727065)",-37.80945131207706,144.95597777727065
3815,C5474,Present,"(-37.80735379788764, 144.95439403613716)",-37.80735379788764,144.95439403613716
1019,1112E,Unoccupied,"(-37.81537450838522, 144.9609981458234)",-37.81537450838522,144.9609981458234
4394,C7222,Unoccupied,"(-37.80779350723506, 144.95243753350476)",-37.80779350723506,144.95243753350476
5272,4505W,Unoccupied,"(-37.81176184617329, 144.9534716677163)",-37.81176184617329,144.9534716677163
3192,5417W,Unoccupied,"(-37.80828103109838, 144.95469843560392)",-37.80828103109838,144.95469843560392
2749,4580E,Unoccupied,"(-37.80793927082333, 144.96599596432765)",-37.80793927082333,144.96599596432765
4266,C6864,Unoccupied,"(-37.80942924377933, 144.95577779777847)",-37.80942924377933,144.95577779777847
5267,4533W,Present,"(-37.81069585048778, 144.95297471034866)",-37.81069585048778,144.95297471034866
4251,C6834,Unoccupied,"(-37.80932853709153, 144.95565051334395)",-37.80932853709153,144.95565051334395
4005,C6048,Unoccupied,"(-37.80605009204831, 144.95210596139026)",-37.80605009204831,144.95210596139026
1292,4484E,Unoccupied,"(-37.8127273293113, 144.95416523342118)",-37.8127273293113,144.95416523342118
5248,11521S,Present,"(-37.811825749221, 144.95214162680563)",-37.811825749221,144.95214162680563
4292,C6920,Unoccupied,"(-37.809436831154784, 144.95604387808373)",-37.809436831154784,144.95604387808373
4041,C6120,Unoccupied,"(-37.8045629730273, 144.95236769001846)",-37.8045629730273,144.95236769001846
4264,C6860,Present,"(-37.80945053004468, 144.95577383741607)",-37.80945053004468,144.95577383741607
5053,9830N,Unoccupied,"(-37.82507880504184, 144.97025523828952)",-37.82507880504184,144.97025523828952
3624,7573S,Present,"(-37.80584440198315, 144.9548204611726)",-37.80584440198315,144.9548204611726
6033,13077S,Unoccupied,"(-37.821270967232365, 144.94358696022024)",-37.821270967232365,144.94358696022024
4246,C6824,Unoccupied,"(-37.80948144669376, 144.9556201057953)",-37.80948144669376,144.9556201057953
616,73W,Unoccupied,"(-37.81001589277615, 144.97229753955168)",-37.81001589277615,144.97229753955168
3869,C5634,Unoccupied,"(-37.806940722116515, 144.95495984787948)",-37.806940722116515,144.95495984787948
3839,C5554,Unoccupied,"(-37.80653683016629, 144.9540234970279)",-37.80653683016629,144.9540234970279
4043,C6124,Unoccupied,"(-37.80451697889771, 144.95237596698098)",-37.80451697889771,144.95237596698098
3271,5830E,Unoccupied,"(-37.806714484474156, 144.95353012545496)",-37.806714484474156,144.95353012545496
3627,7576N,Unoccupied,"(-37.80562910724171, 144.95455722565328)",-37.80562910724171,144.95455722565328
5387,11740E,Present,"(-37.81034820909123, 144.97565092653258)",-37.81034820909123,144.97565092653258
5273,4507W,Unoccupied,"(-37.81171114451988, 144.9534480392092)",-37.81171114451988,144.9534480392092
3879,C5654,Unoccupied,"(-37.80664245576149, 144.9550131565751)",-37.80664245576149,144.9550131565751
3803,C5434,Unoccupied,"(-37.80809212219789, 144.95473598666138)",-37.80809212219789,144.95473598666138
4002,C6040,Present,"(-37.806146545613586, 144.95208866844425)",-37.806146545613586,144.95208866844425
659,C180,Present,"(-37.80818624357095, 144.97158122019766)",-37.80818624357095,144.97158122019766
8345,633W,Present,"(-37.81646851131973, 144.9696637908396)",-37.81646851131973,144.9696637908396
3814,C5470,Present,"(-37.80737735622807, 144.9544048264981)",-37.80737735622807,144.9544048264981
3283,5848E,Unoccupied,"(-37.80650173373205, 144.9535676381809)",-37.80650173373205,144.9535676381809
4247,C6826,Unoccupied,"(-37.809458940985735, 144.9556238169763)",-37.809458940985735,144.9556238169763
3144,5325W,Unoccupied,"(-37.81077293503979, 144.9558679419342)",-37.81077293503979,144.9558679419342
3667,7626N,Present,"(-37.804978232599524, 144.94866939081794)",-37.804978232599524,144.94866939081794
5307,9527S,Present,"(-37.82828491228878, 144.96550766956204)",-37.82828491228878,144.96550766956204
2652,10153W,Unoccupied,"(-37.80481793310244, 144.94921772651412)",-37.80481793310244,144.94921772651412
3383,6209W,Present,"(-37.80628564281612, 144.95097485681578)",-37.80628564281612,144.95097485681578
3278,5838E,Unoccupied,"(-37.80662168918761, 144.95354649162206)",-37.80662168918761,144.95354649162206
8320,12101W,Unoccupied,"(-37.81016737728291, 144.98346721406466)",-37.81016737728291,144.98346721406466
5715,12384N,Present,"(-37.810683569555636, 144.97600564601393)",-37.810683569555636,144.97600564601393
3859,C5614,Unoccupied,"(-37.8072410232429, 144.9549061747726)",-37.8072410232429,144.9549061747726
2346,3012N,Unoccupied,"(-37.813128254788765, 144.95901420781652)",-37.813128254788765,144.95901420781652
4250,C6832,Unoccupied,"(-37.80934732253807, 144.9556472770944)",-37.80934732253807,144.9556472770944
4274,C6884,Unoccupied,"(-37.8093259183127, 144.95579728354494)",-37.8093259183127,144.95579728354494
927,C722,Present,"(-37.813645541218705, 144.96848423444078)",-37.813645541218705,144.96848423444078
3881,C5658,Unoccupied,"(-37.806592399424886, 144.9550221026891)",-37.806592399424886,144.9550221026891
3371,6187W,Unoccupied,"(-37.806652234916356, 144.95114148280203)",-37.806652234916356,144.95114148280203
5228,11510N,Present,"(-37.81169251219845, 144.95219601741596)",-37.81169251219845,144.95219601741596
3263,5818E,Unoccupied,"(-37.806921048807496, 144.95349392731026)",-37.806921048807496,144.95349392731026
2244,3932N,Unoccupied,"(-37.81221282649996, 144.9545647431513)",-37.81221282649996,144.9545647431513
5240,11505S,Present,"(-37.81163085341211, 144.95283057502752)",-37.81163085341211,144.95283057502752
4269,C6872,Unoccupied,"(-37.80938858617459, 144.9557854341632)",-37.80938858617459,144.9557854341632
1106,C1128,Unoccupied,"(-37.81447198507954, 144.96045681691243)",-37.81447198507954,144.96045681691243
2550,C3078,Unoccupied,"(-37.81334840571461, 144.9586080244378)",-37.81334840571461,144.9586080244378
3862,C5620,Unoccupied,"(-37.80714143011748, 144.9549240681294)",-37.80714143011748,144.9549240681294
1272,4464E,Unoccupied,"(-37.81365261136899, 144.9545957601222)",-37.81365261136899,144.9545957601222
1757,2380N,Unoccupied,"(-37.81433264770753, 144.96259635335218)",-37.81433264770753,144.96259635335218
5173,11607S,Unoccupied,"(-37.81086311637422, 144.95142511877822)",-37.81086311637422,144.95142511877822
2547,C3070,Present,"(-37.813320247265764, 144.9587044313784)",-37.813320247265764,144.9587044313784
6053,13028N,Unoccupied,"(-37.821218796590344, 144.94410948147316)",-37.821218796590344,144.94410948147316
3557,7083S,Unoccupied,"(-37.80892288185282, 144.9537490876604)",-37.80892288185282,144.9537490876604
1899,2259W,Unoccupied,"(-37.81661084383534, 144.95729874578421)",-37.81661084383534,144.95729874578421
2539,C3038,Present,"(-37.81323171234519, 144.95900754809128)",-37.81323171234519,144.95900754809128
952,C814,Present,"(-37.81133017001849, 144.96742283713283)",-37.81133017001849,144.96742283713283
6067,13056N,Unoccupied,"(-37.82093735785049, 144.9429349687436)",-37.82093735785049,144.9429349687436
5743,12397S,Unoccupied,"(-37.810972387068894, 144.97695231348433)",-37.810972387068894,144.97695231348433
3832,C5540,Unoccupied,"(-37.80670269150073, 144.95409900701299)",-37.80670269150073,144.95409900701299
