bay_id,st_marker_id,status,location,lat,lon
5237,11528N,Unoccupied,"(-37.81196123966662, 144.95124657121818)",-37.81196123966662,144.95124657121818
4282,C6900,Unoccupied,"(-37.80924499662795, 144.9558123618251)",-37.80924499662795,144.9558123618251
1284,4476E,Unoccupied,"(-37.81293227279018, 144.95426076235793)",-37.81293227279018,144.95426076235793
3494,6584N,Unoccupied,"(-37.80825984138091, 144.9597589397056)",-37.80825984138091,144.9597589397056
4392,C7218,Present,"(-37.807728807209315, 144.9525707720099)",-37.807728807209315,144.9525707720099
3696,7660N,Present,"(-37.80495487459986, 144.95670063806824)",-37.80495487459986,144.95670063806824
3820,C5494,Unoccupied,"(-37.80723525042285, 144.9543402966289)",-37.80723525042285,144.9543402966289
5699,12375S,Unoccupied,"(-37.8101592574709, 144.98059660577007)",-37.8101592574709,144.98059660577007
4490,3666N,Unoccupied,"(-37.80847090723421, 144.9674103208479)",-37.80847090723421,144.9674103208479
3636,7588N,Unoccupied,"(-37.80557615295422, 144.95408666598183)",-37.80557615295422,144.95408666598183
4027,C6092,Unoccupied,"(-37.80495669586404, 144.95229762380393)",-37.80495669586404,144.95229762380393
4309,C6954,Unoccupied,"(-37.80925037904049, 144.95601475961075)",-37.80925037904049,144.95601475961075
5247,11519S,Present,"(-37.81180757381466, 144.95220579837365)",-37.81180757381466,144.95220579837365
3826,C5508,Present,"(-37.80709231981772, 144.95427534398706)",-37.80709231981772,144.95427534398706
5185,C8022,Present,"(-37.81053163250514, 144.95226223951698)",-37.81053163250514,144.95226223951698
8344,631W,Present,"(-37.81653393890703, 144.96969394246375)",-37.81653393890703,144.96969394246375
4357,C7148,Unoccupied,"(-37.807070223002626, 144.9539228674356)",-37.807070223002626,144.9539228674356
2246,3934N,Unoccupied,"(-37.81223091873842, 144.95450060119254)",-37.81223091873842,144.95450060119254
3686,7646N,Unoccupied,"(-37.80500159217506, 144.95712214565845)",-37.80500159217506,144.95712214565845
3601,7336E,Present,"(-37.80537810506202, 144.94933123203518)",-37.80537810506202,144.94933123203518
4355,C7140,Unoccupied,"(-37.80844946288812, 144.9526373310938)",-37.80844946288812,144.9526373310938
3554,7079S,Unoccupied,"(-37.808883282556195, 144.95388681329126)",-37.808883282556195,144.95388681329126
3513,6668N,Unoccupied,"(-37.80863899645456, 144.95844499257623)",-37.80863899645456,144.95844499257623
3816,C5478,Unoccupied,"(-37.8073298126271, 144.95438333468036)",-37.8073298126271,144.95438333468036
4390,C7214,Unoccupied,"(-37.80770522527534, 144.95261933784485)",-37.80770522527534,144.95261933784485
4348,C7112,Present,"(-37.8079897149833, 144.95423345692586)",-37.8079897149833,144.95423345692586
1158,C1258,Present,"(-37.81174752234433, 144.95921381057883)",-37.81174752234433,144.95921381057883
5159,C1119,Present,"(-37.81541937767254, 144.96089129854766)",-37.81541937767254,144.96089129854766
3827,C5510,Unoccupied,"(-37.80706882866416, 144.9542646715394)",-37.80706882866416,144.9542646715394
4382,C7198,Present,"(-37.80759513257981, 144.95284607059398)",-37.80759513257981,144.95284607059398
3694,7656N,Unoccupied,"(-37.80497846789832, 144.956914516136)",-37.80497846789832,144.956914516136
5229,11512N,Present,"(-37.81171126342535, 144.95212969396388)",-37.81171126342535,144.95212969396388
3676,7636N,Unoccupied,"(-37.804961001825404, 144.94851534910413)",-37.804961001825404,144.94851534910413
3823,C5502,Unoccupied,"(-37.80716454585276, 144.9543081254844)",-37.80716454585276,144.9543081254844
6742,6581S,Unoccupied,"(-37.80841314412618, 144.9599170672416)",-37.80841314412618,144.9599170672416
4399,C7232,Unoccupied,"(-37.807859872182426, 144.95230085128213)",-37.807859872182426,144.95230085128213
4335,C7008,Unoccupied,"(-37.80924430645762, 144.95641336062138)",-37.80924430645762,144.95641336062138
3661,7620N,Present,"(-37.80498763656492, 144.94875372356168)",-37.80498763656492,144.94875372356168
2345,3008N,Unoccupied,"(-37.813108958292716, 144.95908028460954)",-37.813108958292716,144.95908028460954
4294,C6924,Unoccupied,"(-37.809417761366305, 144.9560472846859)",-37.809417761366305,144.9560472846859
4286,C6908,Unoccupied,"(-37.80920486408468, 144.95581991090108)",-37.80920486408468,144.95581991090108
3829,C5528,Present,"(-37.80677055046829, 144.95412992036552)",-37.80677055046829,144.95412992036552
4198,C6674,Present,"(-37.80871941332218, 144.95851431801265)",-37.80871941332218,144.95851431801265
1104,C1124,Unoccupied,"(-37.81454637238771, 144.96049093434277)",-37.81454637238771,144.96049093434277
3805,C5442,Present,"(-37.80804139113411, 144.9547126926679)",-37.80804139113411,144.9547126926679
8982,7903W,Unoccupied,"(-37.824424484744476, 144.97035129260922)",-37.824424484744476,144.97035129260922
3822,C5500,Present,"(-37.80718808695781, 144.9543188718062)",-37.80718808695781,144.9543188718062
4349,C7114,Present,"(-37.80802812515082, 144.95409821879917)",-37.80802812515082,144.95409821879917
3837,C5550,Present,"(-37.806584304655956, 144.9540451198374)",-37.806584304655956,144.9540451198374
3824,C5504,Present,"(-37.807140701844034, 144.95429735415559)",-37.807140701844034,144.95429735415559
5373,11720E,Unoccupied,"(-37.8100258307842, 144.97296632787575)",-37.8100258307842,144.97296632787575
4295,C6926,Unoccupied,"(-37.80939289853838, 144.9559884246491)",-37.80939289853838,144.9559884246491
6747,6625S,Unoccupied,"(-37.808520094652366, 144.95954463796903)",-37.808520094652366,144.95954463796903
8974,7881W,Present,"(-37.825522114506, 144.9708312093819)",-37.825522114506,144.9708312093819
3040,5143W,Present,"(-37.80295473347809, 144.95692438957946)",-37.80295473347809,144.95692438957946
3825,C5506,Unoccupied,"(-37.80711670747934, 144.95428638590482)",-37.80711670747934,144.95428638590482
2685,10194E,Unoccupied,"(-37.80368581491156, 144.94960640827674)",-37.80368581491156,144.94960640827674
6760,13103W,Unoccupied,"(-37.82088566429645, 144.9441655051868)",-37.82088566429645,144.9441655051868
2356,3086N,Unoccupied,"(-37.813298980776636, 144.95842831547526)",-37.813298980776636,144.95842831547526
2527,C2990,Present,"(-37.81312691716958, 144.9593663293721)",-37.81312691716958,144.9593663293721
3282,5846E,Unoccupied,"(-37.806528893455734, 144.95356284829148)",-37.806528893455734,144.95356284829148
1114,C1144,Present,"(-37.814260020397086, 144.96035910621288)",-37.814260020397086,144.96035910621288
6056,13034N,Unoccupied,"(-37.82117319038632, 144.94391931390288)",-37.82117319038632,144.94391931390288
1024,1175W,Unoccupied,"(-37.813567450483426, 144.95991378250756)",-37.813567450483426,144.95991378250756
3251,5802E,Unoccupied,"(-37.807106293352206, 144.95346088611086)",-37.807106293352206,144.95346088611086
5923,12810N,Unoccupied,"(-37.802824437407324, 144.9674792091353)",-37.802824437407324,144.9674792091353
2570,C3130,Present,"(-37.81354328735705, 144.9579400979572)",-37.81354328735705,144.9579400979572
5922,12809S,Unoccupied,"(-37.80297901819951, 144.96714913656768)",-37.80297901819951,144.96714913656768
4391,C7216,Present,"(-37.80771698319124, 144.95259512342693)",-37.80771698319124,144.95259512342693
5902,C9044,Present,"(-37.80289673434031, 144.96725077727274)",-37.80289673434031,144.96725077727274
3886,C5670,Unoccupied,"(-37.806445019452475, 144.95504844322136)",-37.806445019452475,144.95504844322136
5917,12804N,Unoccupied,"(-37.802795489126595, 144.96721631450913)",-37.802795489126595,144.96721631450913
3594,7329W,Present,"(-37.8055645772432, 144.94922467217737)",-37.8055645772432,144.94922467217737
6748,6627S,Unoccupied,"(-37.8085392892571, 144.95947791717688)",-37.8085392892571,144.95947791717688
865,690E,Present,"(-37.814095683783655, 144.96881719043878)",-37.814095683783655,144.96881719043878
2529,C2998,Present,"(-37.813144333141445, 144.95930670423223)",-37.813144333141445,144.95930670423223
8966,7865W,Present,"(-37.82640009326216, 144.97106667324073)",-37.82640009326216,144.97106667324073
2561,C3112,Unoccupied,"(-37.813465338085706, 144.95820697989106)",-37.813465338085706,144.95820697989106
5887,12907S,Present,"(-37.798546165104554, 144.96523813543055)",-37.798546165104554,144.96523813543055
5259,4517W,Unoccupied,"(-37.81114875079743, 144.95318599123723)",-37.81114875079743,144.95318599123723
3821,C5498,Unoccupied,"(-37.807211723869486, 144.9543295690596)",-37.807211723869486,144.9543295690596
5410,11780E,Unoccupied,"(-37.811197954512316, 144.97554565418105)",-37.811197954512316,144.97554565418105
1006,951W,Present,"(-37.81305337978721, 144.96250770939437)",-37.81305337978721,144.96250770939437
3275,5834E,Unoccupied,"(-37.806668087276925, 144.9535383082356)",-37.806668087276925,144.9535383082356
4365,C7164,Unoccupied,"(-37.80718811835289, 144.95368154521253)",-37.80718811835289,144.95368154521253
7053,4666Ea,Unoccupied,"(-37.805653516399715, 144.95948789451333)",-37.805653516399715,144.95948789451333
6189,13268N,Unoccupied,"(-37.820145935849396, 144.94242373976556)",-37.820145935849396,144.94242373976556
5362,8905W,Unoccupied,"(-37.82405864585421, 144.96216148541197)",-37.82405864585421,144.96216148541197
3115,5272E,Unoccupied,"(-37.8046577008926, 144.95741874802246)",-37.8046577008926,144.95741874802246
3830,C5532,Present,"(-37.80674903143225, 144.95412009497187)",-37.80674903143225,144.95412009497187
4257,C6846,Unoccupied,"(-37.80920970666094, 144.9556719143756)",-37.80920970666094,144.9556719143756
5904,C9056,Unoccupied,"(-37.802921762392366, 144.96747839029825)",-37.802921762392366,144.96747839029825
4329,C6996,Unoccupied,"(-37.809234010653554, 144.956283910284)",-37.809234010653554,144.956283910284
3252,5804E,Unoccupied,"(-37.8070834098104, 144.9534650542374)",-37.8070834098104,144.9534650542374
5423,11797W,Present,"(-37.81101113051285, 144.97546868544407)",-37.81101113051285,144.97546868544407
5881,12910N,Present,"(-37.79837484550813, 144.96534595918206)",-37.79837484550813,144.96534595918206
6038,13087S,Present,"(-37.82110352876951, 144.9428860551576)",-37.82110352876951,144.9428860551576
6744,6619S,Unoccupied,"(-37.808463852302836, 144.95974035586147)",-37.808463852302836,144.95974035586147
984,912E,Unoccupied,"(-37.816808953141, 144.96443606200222)",-37.816808953141,144.96443606200222
4188,C6646,Present,"(-37.808541422189045, 144.9591283997378)",-37.808541422189045,144.9591283997378
5876,12900N,Unoccupied,"(-37.79830151808934, 144.9646668998155)",-37.79830151808934,144.9646668998155
1054,979W,Unoccupied,"(-37.81854591924767, 144.96220366659801)",-37.81854591924767,144.96220366659801
4252,C6836,Unoccupied,"(-37.80930933716368, 144.95565402708218)",-37.80930933716368,144.95565402708218
4385,C7204,Unoccupied,"(-37.80763082398215, 144.952772566335)",-37.80763082398215,144.952772566335
2651,10151W,Unoccupied,"(-37.80487227218458, 144.94920785251884)",-37.80487227218458,144.94920785251884
3375,6193W,Present,"(-37.8065656135546, 144.9511022369515)",-37.8065656135546,144.9511022369515
4244,C6820,Present,"(-37.80953289851465, 144.95561158975204)",-37.80953289851465,144.95561158975204
6060,13042N,Present,"(-37.82111067346008, 144.94365836931635)",-37.82111067346008,144.94365836931635
4189,C6648,Unoccupied,"(-37.808550235751255, 144.9590979924953)",-37.808550235751255,144.9590979924953
5249,11523S,Unoccupied,"(-37.81184392505163, 144.95207745463983)",-37.81184392505163,144.95207745463983
3269,5828E,Present,"(-37.80673768305752, 144.95352603375784)",-37.80673768305752,144.95352603375784
3602,7337W,Present,"(-37.80541851681704, 144.94924071435915)",-37.80541851681704,144.94924071435915
4360,C7154,Unoccupied,"(-37.80710988161803, 144.95384108436636)",-37.80710988161803,144.95384108436636
2364,3097S,Unoccupied,"(-37.813570912806014, 144.9581638153537)",-37.813570912806014,144.9581638153537
3809,C5454,Present,"(-37.80749564751712, 144.95445854052207)",-37.80749564751712,144.95445854052207
4311,C6958,Unoccupied,"(-37.809229950896814, 144.95601853339537)",-37.809229950896814,144.95601853339537
3812,C5462,Present,"(-37.807424364820506, 144.9544261999638)",-37.807424364820506,144.9544261999638
3138,5319W,Present,"(-37.81094059002415, 144.95594475236732)",-37.81094059002415,144.95594475236732
8306,657W,Unoccupied,"(-37.81519141122446, 144.9690770938655)",-37.81519141122446,144.9690770938655
4254,C6840,Unoccupied,"(-37.80926994307797, 144.95566110647576)",-37.80926994307797,144.95566110647576
5032,9508N,Present,"(-37.82839890113054, 144.9665412828054)",-37.82839890113054,144.9665412828054
5411,11782E,Unoccupied,"(-37.81114140680296, 144.97555535203242)",-37.81114140680296,144.97555535203242
3261,5814E,Unoccupied,"(-37.80696743898906, 144.95348567820156)",-37.80696743898906,144.95348567820156
8978,7889W,Unoccupied,"(-37.82530114811314, 144.97074653319035)",-37.82530114811314,144.97074653319035
3097,5250E,Present,"(-37.80505623381279, 144.95734164183574)",-37.80505623381279,144.95734164183574
3846,C5576,Unoccupied,"(-37.80634703943952, 144.95393714038005)",-37.80634703943952,144.95393714038005
4277,C6890,Unoccupied,"(-37.809310495093584, 144.9558629671165)",-37.809310495093584,144.9558629671165
1152,C1246,Unoccupied,"(-37.812154520306905, 144.9593977582353)",-37.812154520306905,144.9593977582353
3410,6259S,Present,"(-37.80772157855816, 144.96626523007518)",-37.80772157855816,144.96626523007518
3885,C5666,Unoccupied,"(-37.80647068233293, 144.95504385697612)",-37.80647068233293,144.95504385697612
1153,C1248,Unoccupied,"(-37.81188955495481, 144.95927882242853)",-37.81188955495481,144.95927882242853
3802,C5430,Unoccupied,"(-37.808116589398395, 144.9547471729851)",-37.808116589398395,144.9547471729851
4256,C6844,Unoccupied,"(-37.8092295962456, 144.9556683639797)",-37.8092295962456,144.9556683639797
3836,C5548,Present,"(-37.80660767581779, 144.95405575694514)",-37.80660767581779,144.95405575694514
4088,C6296,Unoccupied,"(-37.804813638660896, 144.95081790039853)",-37.804813638660896,144.95081790039853
4279,C6894,Unoccupied,"(-37.80929055733951, 144.9558667226908)",-37.80929055733951,144.9558667226908
4315,C6966,Unoccupied,"(-37.80939200298975, 144.9561920623273)",-37.80939200298975,144.9561920623273
4387,C7208,Unoccupied,"(-37.80765463998226, 144.95272351758337)",-37.80765463998226,144.95272351758337
5879,12906N,Present,"(-37.79833223440656, 144.964953915928)",-37.79833223440656,144.964953915928
5482,11887W,Present,"(-37.8105502138213, 144.97808202859846)",-37.8105502138213,144.97808202859846
3265,5822E,Unoccupied,"(-37.80687465816447, 144.9535021664006)",-37.80687465816447,144.9535021664006
5857,C9130,Present,"(-37.79841124372694, 144.96483415326622)",-37.79841124372694,144.96483415326622
8998,C7806,Unoccupied,"(-37.82569968834423, 144.97105816472444)",-37.82569968834423,144.97105816472444
4201,C6686,Unoccupied,"(-37.808745386937495, 144.95842532855065)",-37.808745386937495,144.95842532855065
4488,3662N,Present,"(-37.808431427939084, 144.9675469080883)",-37.808431427939084,144.9675469080883
3813,C5466,Present,"(-37.8074008905007, 144.95441548939652)",-37.8074008905007,144.95441548939652
3563,7089S,Unoccupied,"(-37.80898189187612, 144.95354385138776)",-37.80898189187612,144.95354385138776
4989,9421S,Unoccupied,"(-37.83010731733697, 144.96644468290793)",-37.83010731733697,144.96644468290793
1761,2384N,Unoccupied,"(-37.814371236105046, 144.96246424218043)",-37.814371236105046,144.96246424218043
3860,C5616,Unoccupied,"(-37.80721481684331, 144.9549108590483)",-37.80721481684331,144.9549108590483
5872,C9190,Present,"(-37.79847513739384, 144.96542559059571)",-37.79847513739384,144.96542559059571
4401,C7236,Present,"(-37.807899678320105, 144.95221886552395)",-37.807899678320105,144.95221886552395
6062,13046N,Unoccupied,"(-37.82107941377973, 144.94352789890692)",-37.82107941377973,144.94352789890692
5884,12901S,Unoccupied,"(-37.79851767140652, 144.96497972045887)",-37.79851767140652,144.96497972045887
4284,C6904,Unoccupied,"(-37.809225058582896, 144.9558161699686)",-37.809225058582896,144.9558161699686
4000,C6036,Unoccupied,"(-37.806192927601, 144.95208034212433)",-37.806192927601,144.95208034212433
5878,12904N,Unoccupied,"(-37.79832412543489, 144.96488078826815)",-37.79832412543489,144.96488078826815
3560,7086N,Unoccupied,"(-37.80883228611145, 144.95354270197825)",-37.80883228611145,144.95354270197825
3720,7723S,Present,"(-37.803521810537106, 144.9529787612068)",-37.803521810537106,144.9529787612068
6089,13245S,Unoccupied,"(-37.82006030630913, 144.94334049359725)",-37.82006030630913,144.94334049359725
5886,12905S,Unoccupied,"(-37.79853551627522, 144.965142058334)",-37.79853551627522,144.965142058334
3562,7088N,Present,"(-37.80885217507168, 144.95347329740525)",-37.80885217507168,144.95347329740525
4245,C6822,Present,"(-37.80950645408079, 144.9556160095626)",-37.80950645408079,144.9556160095626
3350,6034E,Present,"(-37.80638211114966, 144.95216474182206)",-37.80638211114966,144.95216474182206
4202,C6690,Unoccupied,"(-37.80875387217788, 144.9583956929061)",-37.80875387217788,144.9583956929061
2542,C3050,Present,"(-37.81327695117115, 144.95885266404122)",-37.81327695117115,144.95885266404122
3804,C5438,Present,"(-37.80806758201713, 144.9547247167863)",-37.80806758201713,144.9547247167863
5354,8889W,Present,"(-37.824869818255166, 144.9612076794827)",-37.824869818255166,144.9612076794827
5165,C1107,Present,"(-37.815637286387144, 144.96099145080606)",-37.815637286387144,144.96099145080606
2554,C3092,Present,"(-37.813403963224104, 144.95841711293218)",-37.813403963224104,144.95841711293218
4320,C6978,Unoccupied,"(-37.809331444399675, 144.9562035389631)",-37.809331444399675,144.9562035389631
1767,2396N,Present,"(-37.81475945171766, 144.96113294827094)",-37.81475945171766,144.96113294827094
5157,C1123,Present,"(-37.81536612643005, 144.9608668844973)",-37.81536612643005,144.9608668844973
4359,C7152,Unoccupied,"(-37.807096714720245, 144.9538683555503)",-37.807096714720245,144.9538683555503
2569,C3128,Present,"(-37.81353464672647, 144.95796968180505)",-37.81353464672647,144.95796968180505
9001,C7818,Unoccupied,"(-37.825534786362326, 144.97100441917507)",-37.825534786362326,144.97100441917507
2367,3103S,Unoccupied,"(-37.81363587840012, 144.95793913482046)",-37.81363587840012,144.95793913482046
4291,C6918,Unoccupied,"(-37.80943222900656, 144.95598123453217)",-37.80943222900656,144.95598123453217
4293,C6922,Unoccupied,"(-37.80941294082535, 144.95598468844753)",-37.80941294082535,144.95598468844753
2708,10341W,Unoccupied,"(-37.80353234388977, 144.94388507321685)",-37.80353234388977,144.94388507321685
4496,3692N,Present,"(-37.80872620102045, 144.9665460954397)",-37.80872620102045,144.9665460954397
4205,C6702,Unoccupied,"(-37.8087795417706, 144.95830675563434)",-37.8087795417706,144.95830675563434
4655,8475W,Present,"(-37.825310411538005, 144.96671269895492)",-37.825310411538005,144.96671269895492
4265,C6862,Unoccupied,"(-37.80945561676933, 144.95583569188864)",-37.80945561676933,144.95583569188864
5351,8883W,Present,"(-37.824982808080016, 144.9610747837695)",-37.824982808080016,144.9610747837695
2353,3052N,Unoccupied,"(-37.813190421481636, 144.95880038177285)",-37.813190421481636,144.95880038177285
3626,7575S,Present,"(-37.80583679377868, 144.95475299683875)",-37.80583679377868,144.95475299683875
956,C826,Present,"(-37.811210911027, 144.9673683886752)",-37.811210911027,144.9673683886752
3134,5315W,Present,"(-37.81105235713102, 144.95599598052848)",-37.81105235713102,144.95599598052848
5250,11525S,Present,"(-37.81186210040582, 144.9520132830241)",-37.81186210040582,144.9520132830241
2546,C3066,Present,"(-37.81331155710755, 144.9587341845321)",-37.81331155710755,144.9587341845321
2548,C3072,Present,"(-37.81332963328402, 144.95867229631136)",-37.81332963328402,144.95867229631136
4495,3690N,Unoccupied,"(-37.80870708888169, 144.96661078530911)",-37.80870708888169,144.96661078530911
1119,C1154,Present,"(-37.81380091705522, 144.96014880987124)",-37.81380091705522,144.96014880987124
4313,C6962,Unoccupied,"(-37.80920769120985, 144.9560225553128)",-37.80920769120985,144.9560225553128
1544,1916N,Present,"(-37.81454685704701, 144.96949993064857)",-37.81454685704701,144.96949993064857
4358,C7150,Present,"(-37.807083488656374, 144.9538956261695)",-37.807083488656374,144.9538956261695
2350,3025S,Present,"(-37.813324366385544, 144.95901777598039)",-37.813324366385544,144.95901777598039
2351,3027S,Present,"(-37.81334243797914, 144.95895527571108)",-37.81334243797914,144.95895527571108
2365,3099S,Unoccupied,"(-37.813592199142235, 144.95809021298106)",-37.813592199142235,144.95809021298106
3571,7099S,Unoccupied,"(-37.80907994356288, 144.95320282586704)",-37.80907994356288,144.95320282586704
2525,C2984,Present,"(-37.81309344441904, 144.9594816714548)",-37.81309344441904,144.9594816714548
4181,C6632,Unoccupied,"(-37.808451484560244, 144.9594390131209)",-37.808451484560244,144.9594390131209
4206,C6706,Unoccupied,"(-37.80878804945635, 144.9582774255727)",-37.80878804945635,144.9582774255727
5336,8283W,Present,"(-37.826697283703844, 144.96767567952082)",-37.826697283703844,144.96767567952082
3146,5327W,Present,"(-37.810717056543325, 144.95584229532835)",-37.810717056543325,144.95584229532835
3136,5317W,Present,"(-37.810996473149395, 144.95597036355997)",-37.810996473149395,144.95597036355997
3628,7577S,Present,"(-37.8058291849574, 144.95468553992856)",-37.8058291849574,144.95468553992856
8307,659W,Unoccupied,"(-37.81514065818146, 144.9690534891165)",-37.81514065818146,144.9690534891165
1005,949W,Present,"(-37.813104376935705, 144.9625311043034)",-37.813104376935705,144.9625311043034
8976,7885W,Unoccupied,"(-37.82541128789467, 144.9707907363868)",-37.82541128789467,144.9707907363868
3367,6177W,Present,"(-37.80411157251581, 144.94316750978206)",-37.80411157251581,144.94316750978206
1120,C1156,Present,"(-37.81377717414311, 144.96013806255155)",-37.81377717414311,144.96013806255155
1121,C1158,Present,"(-37.813753492532044, 144.96012728108502)",-37.813753492532044,144.96012728108502
3561,7087S,Unoccupied,"(-37.80896248136547, 144.95361135956864)",-37.80896248136547,144.95361135956864
1157,C1256,Unoccupied,"(-37.811769756078974, 144.95922397242657)",-37.811769756078974,144.95922397242657
2553,C3088,Present,"(-37.813395271437514, 144.95844687187693)",-37.813395271437514,144.95844687187693
8977,7887W,Present,"(-37.825356123790186, 144.97076928026326)",-37.825356123790186,144.97076928026326
5357,8895W,Present,"(-37.824542423653995, 144.96159306132756)",-37.824542423653995,144.96159306132756
6063,13048N,Unoccupied,"(-37.82106378486651, 144.94346265553844)",-37.82106378486651,144.94346265553844
5162,C1113,Present,"(-37.81552891440721, 144.9609415356895)",-37.81552891440721,144.9609415356895
3619,7567S,Present,"(-37.805918333860525, 144.9554908226089)",-37.805918333860525,144.9554908226089
8979,7891W,Present,"(-37.825247665661855, 144.9707237360832)",-37.825247665661855,144.9707237360832
1009,954E,Present,"(-37.81280358928784, 144.96260074246118)",-37.81280358928784,144.96260074246118
3842,C5564,Present,"(-37.806441487495064, 144.95398008670202)",-37.806441487495064,144.95398008670202
4366,C7166,Present,"(-37.807200995578604, 144.95365553170808)",-37.807200995578604,144.95365553170808
3384,6211W,Present,"(-37.806264487129894, 144.9509651348636)",-37.806264487129894,144.9509651348636
2541,C3046,Present,"(-37.81324922509783, 144.95894759013134)",-37.81324922509783,144.95894759013134
5851,C9106,Unoccupied,"(-37.7983913980568, 144.96464837250426)",-37.7983913980568,144.96464837250426
4318,C6974,Unoccupied,"(-37.80935195116392, 144.95619976326594)",-37.80935195116392,144.95619976326594
3828,C5524,Unoccupied,"(-37.80679216256973, 144.95413973020337)",-37.80679216256973,144.95413973020337
4363,C7160,Present,"(-37.80714961979042, 144.95375923733644)",-37.80714961979042,144.95375923733644
3273,5832E,Unoccupied,"(-37.806691285420385, 144.95353421712434)",-37.806691285420385,144.95353421712434
1113,C1142,Unoccupied,"(-37.81428287071084, 144.96036959632758)",-37.81428287071084,144.96036959632758
2545,C3062,Present,"(-37.81330288394285, 144.95876387871039)",-37.81330288394285,144.95876387871039
3509,6663S,Present,"(-37.80881969006806, 144.95850779415798)",-37.80881969006806,144.95850779415798
3808,C5452,Unoccupied,"(-37.8075195968963, 144.95446934643988)",-37.8075195968963,144.95446934643988
2341,2988N,Unoccupied,"(-37.81302879953813, 144.9593557913483)",-37.81302879953813,144.9593557913483
3001,5052E,Unoccupied,"(-37.805265514029216, 144.95811795168993)",-37.805265514029216,144.95811795168993
3107,5264E,Present,"(-37.80481922760674, 144.95738798735076)",-37.80481922760674,144.95738798735076
4057,C6152,Present,"(-37.80404064515151, 144.95245978327569)",-37.80404064515151,144.95245978327569
3610,7558N,Present,"(-37.806033996519375, 144.95867183356904)",-37.806033996519375,144.95867183356904
3148,5331W,Present,"(-37.810605293174135, 144.95579105614544)",-37.810605293174135,144.95579105614544
3281,5844E,Unoccupied,"(-37.806552092041514, 144.953558766649)",-37.806552092041514,144.953558766649
6061,13044N,Unoccupied,"(-37.82109504413756, 144.94359313381324)",-37.82109504413756,144.94359313381324
3819,C5490,Unoccupied,"(-37.80725899738779, 144.9543510344472)",-37.80725899738779,144.9543510344472
1007,952E,Present,"(-37.812853691907605, 144.96262375530551)",-37.812853691907605,144.96262375530551
4389,C7212,Present,"(-37.807693797530085, 144.95264287299918)",-37.807693797530085,144.95264287299918
2689,10198E,Unoccupied,"(-37.80357973082905, 144.94962510604972)",-37.80357973082905,144.94962510604972
738,627W,Unoccupied,"(-37.808486513040464, 144.9687970893609)",-37.808486513040464,144.9687970893609
4204,C6698,Unoccupied,"(-37.8087707248351, 144.95833716308184)",-37.8087707248351,144.95833716308184
3632,7582N,Unoccupied,"(-37.80559938943729, 144.95429309928642)",-37.80559938943729,144.95429309928642
8986,7911W,Unoccupied,"(-37.82404106735321, 144.97017405148785)",-37.82404106735321,144.97017405148785
4249,C6830,Unoccupied,"(-37.809366383362786, 144.95564373036325)",-37.809366383362786,144.95564373036325
4194,C6658,Present,"(-37.808685459368306, 144.95863135976055)",-37.808685459368306,144.95863135976055
5863,C9154,Present,"(-37.798434243639065, 144.96504816433952)",-37.798434243639065,144.96504816433952
1027,1192E,Unoccupied,"(-37.81331958123158, 144.96005673276989)",-37.81331958123158,144.96005673276989
3835,C5546,Present,"(-37.80663113872315, 144.95406643640456)",-37.80663113872315,144.95406643640456
4272,C6880,Unoccupied,"(-37.80934619097715, 144.95579335852568)",-37.80934619097715,144.95579335852568
4361,C7156,Unoccupied,"(-37.80712310200124, 144.95381396511996)",-37.80712310200124,144.95381396511996
5422,11795W,Present,"(-37.81106788692762, 144.97545979214533)",-37.81106788692762,144.97545979214533
8973,7879W,Unoccupied,"(-37.82557774456435, 144.9708503748579)",-37.82557774456435,144.9708503748579
5161,C1115,Present,"(-37.81550245858298, 144.96092937378893)",-37.81550245858298,144.96092937378893
1127,C1170,Present,"(-37.81356448865578, 144.96004165253257)",-37.81356448865578,144.96004165253257
4001,C6038,Unoccupied,"(-37.806169736607444, 144.95208450500195)",-37.806169736607444,144.95208450500195
3849,C5588,Present,"(-37.80627608274409, 144.95390490606593)",-37.80627608274409,144.95390490606593
3896,C5704,Unoccupied,"(-37.806092441005, 144.95511145791926)",-37.806092441005,144.95511145791926
1473,1785S,Unoccupied,"(-37.817356010467776, 144.96402818385752)",-37.817356010467776,144.96402818385752
3892,C5692,Present,"(-37.80626986938957, 144.9550797471396)",-37.80626986938957,144.9550797471396
4260,C6852,Unoccupied,"(-37.809510592273725, 144.9557626274517)",-37.809510592273725,144.9557626274517
1145,C1222,Present,"(-37.8123432545454, 144.95948382941992)",-37.8123432545454,144.95948382941992
6066,13054N,Unoccupied,"(-37.82095614688842, 144.94301339738053)",-37.82095614688842,144.94301339738053
2312,2851S,Unoccupied,"(-37.81071345213895, 144.9679577708581)",-37.81071345213895,144.9679577708581
3492,6576N,Unoccupied,"(-37.80822296307644, 144.95988661053423)",-37.80822296307644,144.95988661053423
3838,C5552,Unoccupied,"(-37.80656093303304, 144.95403448215598)",-37.80656093303304,144.95403448215598
3840,C5558,Present,"(-37.806488807731164, 144.9540015443544)",-37.806488807731164,144.9540015443544
8969,7871W,Unoccupied,"(-37.82580044547807, 144.9709239077456)",-37.82580044547807,144.9709239077456
6036,13083S,Present,"(-37.82113479065242, 144.94301661517727)",-37.82113479065242,144.94301661517727
